station,year,month,longitude,latitude,气温_2m_℃,最高气温_℃,最低气温_℃,气温日较差_℃,露点温度_℃,地表温度_℃,气压_kPa,风速_10m_ms,最大风速_10m_ms,风速_50m_ms,风向_10m_度,相对湿度_%,比湿_gkg,降水量_mm_day,短波辐射_全天空_kWhm2day,长波辐射_全天空_kWhm2day,光合有效辐射_kWhm2day,紫外线指数,总云量_%,蒸散发_mm_day,陆地蒸发_mm_day,根区土壤湿度_01,剖面土壤湿度_01,表层土壤湿度_01,短波辐射_晴空_kWhm2day,SPI_1m,SPI_3m,SPEI_1m,SPEI_3m,NDVI,K指数_℃,Showalter指数_℃,整层水汽通量_kg_ms,温度_℃_850hPa,温度_℃_500hPa,比湿_gkg_850hPa,比湿_gkg_700hPa,month_sin,month_cos,日期
Guilin,2025,6,110.3,25.28,24.66,30.4,17.03,6.47,22.34,24.79,94.44,3.2,9.73,4.55,174.7,87.57,18.06,15.38,13.47,36.2,6.51,1.56,89.13,4.19,5.33,0.92,0.94,0.93,26.72,0.5146,0.7571,0.5037,0.7618,0.3495,2.9,15.86,0.010061,5.4,-5.65,5.0144,3.5419,1.2246467991473532e-16,-1.0,2025-06-01
Guilin,2025,7,110.3,25.28,26.86,32.6,21.27,7.57,23.35,26.85,94.12,2.15,7.45,3.11,57.3,81.98,19.21,3.5,19.18,36.6,9.07,2.11,74.31,7.66,6.06,0.88,0.93,0.89,26.75,-0.7522,0.3841,-0.8051,0.2987,0.3495,2.9,15.86,0.010061,5.4,-5.65,5.0144,3.5419,-0.4999999999999997,-0.8660254037844388,2025-07-01
Guilin,2025,8,110.3,25.28,25.71,31.19,21.0,6.92,22.64,25.7,94.59,2.36,7.53,3.36,176.6,83.94,18.31,9.13,18.05,36.06,8.55,1.99,79.71,6.54,5.51,0.87,0.91,0.89,25.69,1.8075,0.5912,1.8248,0.566,0.3495,2.9,15.86,0.010061,5.4,-5.65,5.0144,3.5419,-0.8660254037844385,-0.5000000000000004,2025-08-01
Guilin,2025,9,110.3,25.28,24.57,30.53,16.51,7.62,21.68,24.61,94.84,2.78,9.04,3.96,99.6,84.63,17.25,2.63,15.61,35.61,7.4,1.66,75.93,6.18,4.78,0.84,0.89,0.86,22.92,-0.0656,0.3513,-0.2734,0.2079,0.3495,2.9,15.86,0.010061,5.4,-5.65,5.0144,3.5419,-1.0,-1.8369701987210297e-16,2025-09-01
Guilin,2025,10,110.3,25.28,20.18,30.13,8.0,8.91,16.89,20.26,95.39,3.0,8.63,4.24,58.7,82.18,13.28,1.3,13.58,33.2,6.32,1.26,63.8,4.8,3.6,0.79,0.84,0.81,19.3,-0.1444,0.9813,-0.3837,0.7996,0.3495,2.9,15.86,0.010061,5.4,-5.65,5.0144,3.5419,-0.8660254037844386,0.5000000000000001,2025-10-01
Guilin,2025,11,110.3,25.28,13.15,24.27,2.19,11.14,8.05,12.66,95.75,3.06,8.63,4.46,33.5,73.8,7.51,2.82,11.8,28.19,5.28,0.94,53.15,2.47,2.44,0.8,0.84,0.82,16.47,0.2594,-0.1442,0.3215,-0.1429,0.3495,2.9,15.86,0.010061,5.4,-5.65,5.0144,3.5419,-0.5000000000000004,0.8660254037844384,2025-11-01
Guilin,2025,12,110.3,25.28,11.29,21.87,-0.81,10.99,7.02,10.95,95.66,2.64,9.86,3.71,45.8,76.57,6.82,1.58,8.92,28.76,3.94,0.61,66.01,1.46,1.7,0.78,0.82,0.79,13.52,0.3361,0.0163,0.0922,0.1243,0.3495,2.9,15.86,0.010061,5.4,-5.65,5.0144,3.5419,-2.4492935982947064e-16,1.0,2025-12-01
Hechi,2005,1,108.06,24.7,7.17,24.09,-4.2,9.96,3.41,7.56,97.25,3.18,8.72,4.49,47.8,79.07,5.27,1.36,4.98,28.4,2.28,0.41,70.81,0.38,0.96,0.7,0.71,0.71,14.08,0.0568,-0.3659,0.0115,0.1323,0.0038,9.39,9.21,0.013903,6.18,-9.76,5.792,3.465,0.49999999999999994,0.8660254037844387,2005-01-01
Hechi,2005,2,108.06,24.7,11.03,27.5,-1.41,12.32,6.56,12.06,96.99,4.13,9.09,5.56,66.8,75.67,6.83,0.96,7.07,30.6,3.26,0.66,71.6,0.65,1.41,0.69,0.71,0.7,17.05,-0.3247,-0.3659,-0.1626,0.1323,0.0552,21.5,-0.84,0.021194,10.04,-11.19,7.918,4.447,0.8660254037844386,0.5000000000000001,2005-02-01
Hechi,2005,3,108.06,24.7,15.08,29.83,1.52,12.2,9.61,15.93,97.02,4.07,10.37,5.64,100.6,72.36,8.31,2.22,8.41,31.55,3.91,0.76,82.3,1.02,1.88,0.68,0.7,0.69,19.95,0.0785,-0.3659,0.2882,0.1323,0.017,22.74,-0.35,0.016748,10.03,-10.57,7.979,4.926,1.0,6.123233995736766e-17,2005-03-01
Hechi,2005,4,108.06,24.7,21.35,34.91,10.48,11.37,15.55,21.98,96.53,3.68,9.6,5.28,147.1,72.34,11.77,4.45,12.75,34.02,5.82,1.15,74.58,2.34,2.96,0.69,0.71,0.7,22.17,0.6161,0.1069,0.4786,0.3888,0.1562,28.59,-8.7,0.018512,15.78,-7.45,10.438,6.008,0.8660254037844387,-0.4999999999999998,2005-04-01
Hechi,2005,5,108.06,24.7,25.92,35.41,16.87,9.91,21.62,26.35,95.85,3.74,9.52,5.51,171.6,79.14,17.05,6.58,15.94,36.32,7.5,1.64,76.75,5.69,4.76,0.72,0.74,0.75,25.32,-0.3832,-0.0896,-0.7788,-0.159,0.4337,34.69,-17.98,0.027237,19.54,-5.08,13.628,7.542,0.49999999999999994,-0.8660254037844387,2005-05-01
Hechi,2005,6,108.06,24.7,26.11,31.85,21.54,6.19,23.9,26.19,95.58,2.96,6.84,4.4,148.7,88.17,19.57,5.145,11.01,37.1,5.35,1.24,90.83,3.71,4.33,0.87,0.87,0.9,25.03,1.7463,1.152,1.5353,0.9436,0.2318,37.78,-20.0,0.018498,20.09,-2.47,15.796,10.043,1.2246467991473532e-16,-1.0,2005-06-01
Hechi,2005,7,108.06,24.7,26.76,33.09,22.06,7.44,23.8,26.83,95.89,3.22,8.16,4.79,174.6,84.75,19.36,3.71,19.27,36.39,9.02,2.05,60.86,7.18,5.73,0.86,0.9,0.87,26.05,-1.2406,0.2803,-1.1606,0.05,0.2371,33.67,-18.57,0.023499,20.72,-2.92,14.239,7.908,-0.4999999999999997,-0.8660254037844388,2005-07-01
Hechi,2005,8,108.06,24.7,26.1,34.09,19.24,7.74,23.09,26.27,95.86,2.62,6.15,3.94,103.8,84.36,18.59,4.52,16.1,36.73,7.53,1.67,78.77,7.15,5.26,0.82,0.85,0.84,23.98,-0.3533,0.2108,-0.4632,0.1932,0.3083,34.32,-17.13,0.016817,19.99,-2.7,14.053,8.75,-0.8660254037844385,-0.5000000000000004,2005-08-01
Hechi,2005,9,108.06,24.7,24.75,32.01,16.54,9.26,20.99,24.8,96.43,3.09,7.95,4.7,63.6,80.83,16.27,1.87,16.08,35.43,7.41,1.54,59.12,7.59,4.94,0.76,0.81,0.77,21.89,-1.4906,-1.7329,-0.7522499999999999,-1.5333,0.1991,30.39,-12.33,0.012927,18.43,-3.77,12.338,7.022,-1.0,-1.8369701987210297e-16,2005-09-01
Hechi,2005,10,108.06,24.7,20.4,31.76,8.92,10.93,15.46,20.65,97.01,2.9,6.9,4.37,47.9,75.16,11.67,0.99,13.14,32.93,5.92,1.13,51.44,4.54,3.28,0.7,0.75,0.71,17.58,-1.1424,-1.37,-1.0413,-1.246,0.1405,26.72,-4.71,0.013353,14.22,-5.53,10.213,6.905,-0.8660254037844386,0.5000000000000001,2005-10-01
Hechi,2005,11,108.06,24.7,16.64,30.46,4.08,10.28,12.41,16.82,97.04,3.14,6.57,4.72,56.2,77.78,9.95,1.28,9.54,31.34,4.32,0.82,62.33,2.26,2.13,0.7,0.72,0.71,15.35,-0.2652,-1.55,-0.2334,-1.7172,0.1441,21.78,-0.12,0.014959,11.31,-6.62,9.024,5.382,-0.5000000000000004,0.8660254037844384,2005-11-01
Hechi,2005,12,108.06,24.7,9.1,20.42,-1.65,10.32,2.99,9.31,97.54,3.3,8.74,4.84,41.0,68.71,5.16,1.4,8.18,27.5,3.57,0.57,59.73,0.6,1.2,0.69,0.71,0.7,13.48,0.7216,-0.6803,0.839,-0.5806,0.1101,6.86,14.19,0.013363,5.31,-7.52,4.964,4.138,-2.4492935982947064e-16,1.0,2005-12-01
Hechi,2006,1,108.06,24.7,9.85,24.13,-2.58,12.02,5.16,10.34,97.14,3.61,8.73,5.17,54.9,74.75,6.17,0.54,7.42,28.84,3.28,0.62,67.65,0.6,1.16,0.69,0.71,0.7,14.5,-1.0046,-0.645,-1.1017,-0.6759,0.0636,4.59,10.14,0.011351,7.17,-7.1,6.139,2.938,0.49999999999999994,0.8660254037844387,2006-01-01
Hechi,2006,2,108.06,24.7,11.67,26.27,2.2,10.11,7.59,12.61,97.27,3.99,8.93,5.35,58.4,77.68,6.98,2.33,5.45,31.14,2.6,0.59,91.94,0.56,1.37,0.69,0.7,0.71,17.22,0.9704,0.2059,0.9513,0.1734,0.0906,22.09,1.98,0.016541,8.44,-10.36,7.718,5.106,0.8660254037844386,0.5000000000000001,2006-02-01
Hechi,2006,3,108.06,24.7,16.3,30.76,0.19,12.88,11.06,17.3,96.71,3.57,10.84,5.08,93.4,73.89,9.12,0.9,9.37,32.72,4.3,0.9,86.38,1.28,2.06,0.68,0.71,0.69,19.62,-1.2376,-0.9819,-1.0869,-0.7205,0.0998,24.71,-3.55,0.019142,11.78,-9.46,9.082,5.31,1.0,6.123233995736766e-17,2006-03-01
Hechi,2006,4,108.06,24.7,22.59,36.34,8.03,12.43,16.4,23.46,96.28,4.3,9.79,6.04,166.0,70.88,12.59,3.86,12.78,34.79,5.87,1.26,84.95,2.66,3.34,0.68,0.7,0.69,22.72,0.1605,-0.231,-0.3364,-0.2578,0.1245,29.94,-10.6,0.022693,16.89,-6.91,10.99,6.474,0.8660254037844387,-0.4999999999999998,2006-04-01
Hechi,2006,5,108.06,24.7,23.88,35.02,13.15,10.38,18.8,24.34,96.25,3.64,11.38,5.3,142.6,75.85,14.53,6.73,14.71,34.8,6.87,1.5,75.74,4.46,4.15,0.71,0.72,0.74,25.65,-0.3001,-0.7984,-0.298,-0.8574,0.138,31.11,-12.73,0.015598,17.52,-5.23,12.277,6.921,0.49999999999999994,-0.8660254037844387,2006-05-01
Hechi,2006,6,108.06,24.7,25.72,31.33,19.53,7.24,23.08,25.88,95.84,3.01,6.02,4.58,176.0,86.22,18.58,9.55,13.8,36.63,6.58,1.45,84.77,5.51,4.6,0.8,0.8,0.83,25.27,-0.5426,-0.4987,-0.3893,-0.417,0.1774,36.96,-19.69,0.026088,19.77,-2.8,15.114,9.695,1.2246467991473532e-16,-1.0,2006-06-01
Hechi,2006,7,108.06,24.7,26.71,33.19,21.26,6.95,24.06,26.8,95.6,2.93,8.15,4.43,147.8,86.16,19.74,8.67,16.35,36.88,7.77,1.8,80.61,6.23,5.12,0.84,0.86,0.86,25.88,0.7255,-0.0514,0.6112,-0.0796,0.2234,36.0,-20.0,0.01575,21.01,-2.12,15.335,9.222,-0.4999999999999997,-0.8660254037844388,2006-07-01
Hechi,2006,8,108.06,24.7,25.99,32.17,19.25,7.18,23.05,25.94,95.9,2.72,13.71,4.0,75.8,84.6,18.51,6.11,16.9,36.05,7.81,1.68,66.87,5.65,4.66,0.86,0.89,0.87,23.57,0.2793,0.183,0.1972,0.2108,0.3324,33.96,-16.34,0.013435,20.38,-3.32,13.336,8.436,-0.8660254037844385,-0.5000000000000004,2006-08-01
Hechi,2006,9,108.06,24.7,23.24,31.76,13.85,9.22,19.23,23.12,96.46,2.91,7.51,4.38,54.7,79.37,14.83,2.37,16.32,34.23,7.41,1.48,57.1,6.47,4.72,0.81,0.86,0.82,21.28,-1.1366,0.0009,-0.6731,0.1047,0.2623,26.64,-8.41,0.009465,17.46,-3.79,11.139,6.509,-1.0,-1.8369701987210297e-16,2006-09-01
Hechi,2006,10,108.06,24.7,22.19,29.31,13.3,9.32,18.75,22.3,96.87,2.53,6.06,3.93,78.3,81.98,14.15,2.5,11.53,34.5,5.17,0.94,60.16,5.11,3.74,0.76,0.8,0.78,16.54,0.1733,-0.3916,-0.1964,-0.4668,0.0953,32.2,-10.3,0.012865,15.96,-5.59,11.778,7.7,-0.8660254037844386,0.5000000000000001,2006-10-01
Hechi,2006,11,108.06,24.7,16.38,27.69,5.49,10.84,12.21,16.26,96.95,2.94,7.04,4.39,53.4,78.35,9.4,1.99,8.89,31.46,3.98,0.75,65.59,2.78,2.36,0.74,0.77,0.76,15.09,0.2474,-0.5775,0.316,-0.465,0.1464,21.53,-1.8,0.013024,12.37,-8.5,8.517,4.269,-0.5000000000000004,0.8660254037844384,2006-11-01
Hechi,2006,12,108.06,24.7,10.51,25.2,1.05,12.02,5.17,10.34,97.48,3.16,7.83,4.68,43.7,72.09,5.83,0.25,9.08,27.53,3.92,0.61,51.84,1.33,1.57,0.73,0.76,0.74,13.49,-1.2148,-0.1834,-1.1857,-0.3636,0.1084,11.95,9.0,0.008549,7.39,-9.52,5.508,3.514,-2.4492935982947064e-16,1.0,2006-12-01
Hechi,2007,1,108.06,24.7,7.88,20.85,-1.44,11.44,2.66,8.03,97.62,3.36,8.44,4.78,35.0,72.46,4.84,1.23,7.53,28.39,3.29,0.56,75.9,0.67,1.26,0.72,0.75,0.74,14.6,-0.0736,-0.5074,-0.1776,-0.4602,0.0758,9.98,11.81,0.009707,5.22,-9.7,5.086,3.596,0.49999999999999994,0.8660254037844387,2007-01-01
Hechi,2007,2,108.06,24.7,15.96,27.35,5.49,11.58,11.34,16.27,96.81,3.95,10.06,5.75,154.7,76.54,9.06,1.84,8.17,32.2,3.66,0.64,82.5,1.2,1.87,0.72,0.74,0.73,16.39,0.5868,-0.4365,-0.0589,-0.7331,0.0568,25.23,-3.4,0.018235,11.49,-12.49,7.87,4.125,0.8660254037844386,0.5000000000000001,2007-02-01
Hechi,2007,3,108.06,24.7,17.32,33.33,3.9,11.45,12.86,18.05,96.61,4.5,10.28,6.25,141.3,77.22,10.17,1.68,7.81,33.63,3.57,0.71,93.0,1.79,2.4,0.72,0.74,0.73,18.87,-0.3672,-0.2876,-0.5147,-0.4753,0.1543,21.73,-3.21,0.020351,13.25,-7.72,9.077,4.529,1.0,6.123233995736766e-17,2007-03-01
Hechi,2007,4,108.06,24.7,19.0,33.56,5.78,11.35,13.73,19.66,96.68,3.39,11.99,4.77,84.5,73.76,10.56,3.99,11.82,33.22,5.41,1.04,87.38,2.67,2.93,0.71,0.73,0.73,22.3,0.2647,0.0106,0.6445,0.0624,0.2461,24.16,-4.06,0.012504,13.23,-9.05,8.885,5.184,0.8660254037844387,-0.4999999999999998,2007-04-01
Hechi,2007,5,108.06,24.7,23.72,35.14,13.29,11.1,18.5,24.0,96.19,3.06,8.72,4.6,175.1,74.95,14.22,6.67,17.02,34.7,7.84,1.64,67.23,5.87,4.71,0.73,0.74,0.76,25.65,-0.3332,-0.4456,-0.2999,-0.1219,0.2157,28.91,-11.54,0.016353,18.1,-4.65,11.801,6.568,0.49999999999999994,-0.8660254037844387,2007-05-01
Hechi,2007,6,108.06,24.7,26.04,32.54,19.07,7.86,22.92,26.22,95.78,3.22,7.34,4.81,177.8,83.95,18.44,9.46,15.75,36.5,7.46,1.68,83.7,6.71,5.21,0.8,0.82,0.83,25.93,-0.5789,-0.5043,-0.4785,-0.176,0.1959,35.15,-19.82,0.027118,19.74,-2.86,15.153,8.735,1.2246467991473532e-16,-1.0,2007-06-01
Hechi,2007,7,108.06,24.7,26.55,31.79,21.06,6.88,23.97,26.66,95.76,3.83,8.22,5.73,178.3,86.54,19.59,7.32,16.4,36.71,7.83,1.91,88.26,6.84,5.28,0.81,0.84,0.84,26.59,0.2887,-0.3817,0.0959,-0.3827,0.3376,35.81,-20.0,0.0165425,20.52,-2.15,15.884,8.876,-0.4999999999999997,-0.8660254037844388,2007-07-01
Hechi,2007,8,108.06,24.7,26.51,32.88,20.56,7.67,23.1,26.48,95.8,2.47,6.97,3.73,118.4,82.58,18.6,10.08,17.81,36.23,8.26,1.8,66.4,7.28,5.35,0.82,0.85,0.84,24.12,1.4845,0.7191,1.7683,0.6738,0.1973,33.33,-17.49,0.005967,20.75,-2.88,13.818,7.759,-0.8660254037844385,-0.5000000000000004,2007-08-01
Hechi,2007,9,108.06,24.7,22.86,30.76,13.3,8.6,19.61,22.86,96.29,3.15,7.73,4.73,38.9,82.94,15.07,5.16,13.42,34.66,6.21,1.36,66.89,5.44,4.67,0.85,0.89,0.87,21.66,0.2199,1.0098,0.5271,1.0424,0.2835,27.08,-9.13,0.014816,17.04,-3.39,11.759,6.733,-1.0,-1.8369701987210297e-16,2007-09-01
Hechi,2007,10,108.06,24.7,19.88,30.13,9.98,10.01,15.51,19.79,96.91,3.01,6.92,4.53,45.8,77.32,11.72,0.28,13.78,32.43,6.05,1.08,43.0,4.99,3.6,0.77,0.82,0.78,17.21,-2.4756,0.5548,-1.6981,0.5968,0.2067,23.26,-2.84,0.013224,14.26,-4.88,9.698,5.867,-0.8660254037844386,0.5000000000000001,2007-10-01
Hechi,2007,11,108.06,24.7,14.09,25.82,0.67,12.58,7.78,13.62,97.25,3.16,8.69,4.84,31.4,68.57,7.06,0.61,13.44,27.55,5.79,0.94,64.005,2.98,2.48,0.73,0.78,0.75,15.72,-0.9875,-0.8524,-0.4779,-0.3887,0.1907,10.06,8.45,0.007924,10.39,-8.62,4.961,3.536,-0.5000000000000004,0.8660254037844384,2007-11-01
Hechi,2007,12,108.06,24.7,11.67,25.13,0.72,10.64,7.47,11.89,97.14,3.28,7.81,4.96,58.1,77.57,6.95,1.22,5.72,30.62,2.55,0.45,85.01,1.02,1.37,0.72,0.75,0.73,12.65,0.5253,-1.6378,0.4738,-1.3116,0.1579,12.23,7.38,0.012549,8.27,-7.13,6.866,3.588,-2.4492935982947064e-16,1.0,2007-12-01
Hechi,2008,1,108.06,24.7,6.03,26.42,-2.92,9.68,1.25,6.44,97.35,3.92,7.99,5.15,39.2,73.18,4.67,1.52,6.24,28.03,2.76,0.51,72.4,0.47,1.12,0.71,0.74,0.73,15.11,0.2062,-0.5524,0.2498,-0.2722,0.0734,3.52,12.16,0.012706,5.56,-8.75,5.207,3.21,0.49999999999999994,0.8660254037844387,2008-01-01
Hechi,2008,2,108.06,24.7,7.08,23.23,-5.62,10.98,1.69,7.57,97.49,3.29,9.01,4.79,41.3,71.44,4.75,1.86,8.2,28.61,3.64,0.77,82.52,0.67,1.49,0.75,0.76,0.77,17.33,0.6589,0.4817,1.0002,0.7271,0.0936,4.32,18.47,0.01064,2.01,-8.45,4.015,3.833,0.8660254037844386,0.5000000000000001,2008-02-01
Hechi,2008,3,108.06,24.7,16.95,32.02,5.62,11.27,12.2,17.41,96.72,3.29,9.0,4.75,126.6,76.42,9.62,2.86,9.35,32.29,4.23,0.85,81.09,1.89,2.48,0.74,0.76,0.76,19.57,0.5205,0.5819,0.4671,0.882,0.1058,24.24,-2.12,0.015147,11.72,-10.97,7.878,4.737,1.0,6.123233995736766e-17,2008-03-01
Hechi,2008,4,108.06,24.7,21.07,35.16,9.97,10.33,16.97,21.73,96.38,3.67,8.62,5.24,134.3,79.28,12.9,2.94,10.78,34.75,5.0,1.07,85.35,3.41,3.33,0.73,0.76,0.75,22.24,-0.6538,0.1327,-0.7192,0.4288,0.1471,27.78,-9.08,0.020279,15.75,-6.63,10.941,6.055,0.8660254037844387,-0.4999999999999998,2008-04-01
Hechi,2008,5,108.06,24.7,23.13,31.36,14.07,9.23,19.15,23.43,96.05,3.14,8.4,4.56,122.8,79.97,14.79,8.06,13.14,35.25,6.12,1.33,81.51,5.03,4.33,0.76,0.78,0.79,24.67,0.388,0.1621,0.5028,0.3388,0.2339,31.52,-12.39,0.015434,17.12,-4.7,12.515,7.435,0.49999999999999994,-0.8660254037844387,2008-05-01
Hechi,2008,6,108.06,24.7,25.11,32.13,17.24,8.32,22.03,25.33,95.78,2.92,9.21,4.27,143.6,84.12,17.45,10.93,14.5,36.29,6.78,1.44,83.9,6.16,5.04,0.83,0.85,0.85,25.18,-0.013,-0.0529,0.1944,0.2331,0.1925,34.03,-17.29,0.015098,19.04,-3.42,14.214,8.121,1.2246467991473532e-16,-1.0,2008-06-01
Hechi,2008,7,108.06,24.7,26.16,33.42,21.28,6.97,23.44,26.25,95.74,2.93,7.53,4.37,174.8,85.88,18.97,10.53,15.74,36.4,7.46,1.73,85.65,5.76,5.29,0.89,0.91,0.9,25.75,1.2597,0.8721,1.5842,0.9868,0.1634,35.09,-19.56,0.024329,20.3,-3.19,14.691,8.186,-0.4999999999999997,-0.8660254037844388,2008-07-01
Hechi,2008,8,108.06,24.7,25.71,33.08,20.53,6.41,23.44,25.7,95.9,3.0,9.78,4.51,153.2,87.9,18.95,8.74,14.86,36.33,7.02,1.61,89.75,4.37,4.62,0.91,0.93,0.92,24.5,1.1192,1.3678,1.3336,1.4685,0.1879,33.76,-18.02,0.013551,19.93,-3.06,14.285,8.087,-0.8660254037844385,-0.5000000000000004,2008-08-01
Hechi,2008,9,108.06,24.7,24.82,32.71,16.37,8.01,21.78,24.83,96.24,2.73,11.66,4.05,73.9,84.08,17.1,3.87,15.16,35.51,6.97,1.43,57.28,5.54,4.83,0.9,0.93,0.9,21.55,-0.3207,1.1169,-0.1262,1.1224,0.266,29.94,-12.92,0.011769,18.8,-3.38,12.583,6.94,-1.0,-1.8369701987210297e-16,2008-09-01
Hechi,2008,10,108.06,24.7,21.01,28.72,12.42,9.51,17.66,21.0,96.85,2.68,7.42,4.05,57.7,82.32,13.21,3.42,13.05,33.5,5.9,1.14,57.66,4.65,3.8,0.84,0.88,0.85,18.08,0.7143,0.6587,0.5682,0.5909,0.1534,26.65,-7.61,0.013983,15.5,-5.29,10.987,6.319,-0.8660254037844386,0.5000000000000001,2008-10-01
Hechi,2008,11,108.06,24.7,13.95,26.46,3.93,9.94,10.42,13.75,97.28,2.96,6.57,4.48,42.3,80.74,8.52,4.63,11.26,29.05,4.98,0.86,49.53,1.77,2.59,0.89,0.92,0.89,15.78,1.4701,0.664,1.4717,0.6816,0.1799,14.06,5.83,0.009893,9.66,-7.99,6.606,3.938,-0.5000000000000004,0.8660254037844384,2008-11-01
Hechi,2008,12,108.06,24.7,10.4,21.18,-0.8,10.92,5.93,9.94,97.35,3.01,8.9,4.31,39.3,75.47,6.19,0.34,9.75,27.5,4.18,0.67,48.81,1.13,1.86,0.84,0.88,0.85,13.86,-0.9363,1.0896,-0.6494,1.0444,0.1212,6.13,11.11,0.006858,6.82,-9.28,4.939,2.91,-2.4492935982947064e-16,1.0,2008-12-01
Hechi,2009,1,108.06,24.7,7.84,20.73,-1.3,11.04,2.95,7.86,97.5,3.25,8.99,4.72,49.2,73.4,5.12,0.36,8.72,27.58,3.79,0.66,66.88,0.62,1.58,0.82,0.85,0.83,14.71,-1.3905,0.3983,-1.0948,0.6366,0.1482,6.21,13.75,0.007616,4.69,-10.08,4.298,3.299,0.49999999999999994,0.8660254037844387,2009-01-01
Hechi,2009,2,108.06,24.7,16.9,30.9,4.49,10.76,13.49,17.23,96.57,3.99,10.49,5.64,160.6,81.84,10.32,0.38,10.16,32.68,4.55,0.91,67.2,1.48,2.23,0.79,0.82,0.8,17.43,-1.3486,-2.7279,-2.121,-2.0601,0.1198,18.5,-1.23,0.023341,13.78,-6.55,8.533,3.947,0.8660254037844386,0.5000000000000001,2009-02-01
Hechi,2009,3,108.06,24.7,15.29,30.94,1.58,10.81,11.43,15.97,96.7,3.88,10.8,5.39,99.6,79.29,9.4,2.45,9.94,32.28,4.51,0.9,84.92,1.56,2.43,0.78,0.81,0.8,19.62,0.2461,-1.2828,0.4207,-1.3681,0.1469,18.99,-1.01,0.017444,12.55,-8.81,7.991,4.329,1.0,6.123233995736766e-17,2009-03-01
Hechi,2009,4,108.06,24.7,20.59,31.01,8.68,10.46,16.19,21.14,96.4,3.9,8.86,5.48,133.5,77.87,12.31,2.49,11.0,34.13,5.11,1.05,83.1,3.54,3.6,0.76,0.79,0.77,22.86,-1.1168,-1.1237,-0.9714,-1.2865,0.2225,28.12,-6.48,0.020497,14.23,-7.24,10.234,6.486,0.8660254037844387,-0.4999999999999998,2009-04-01
Hechi,2009,5,108.06,24.7,23.12,31.3,13.69,8.83,19.57,23.61,96.28,3.52,7.18,5.04,134.7,81.73,14.98,5.05,12.27,35.61,5.82,1.3,85.35,4.9,4.21,0.75,0.78,0.78,25.13,-1.3157,-1.45,-1.0556,-1.0661,0.142,31.68,-12.14,0.023597,16.42,-4.41,12.818,7.932,0.49999999999999994,-0.8660254037844387,2009-05-01
Hechi,2009,6,108.06,24.7,25.91,32.62,17.1,7.7,22.7,26.02,95.65,2.86,7.03,4.2,165.2,83.71,18.3,9.77,14.88,36.26,7.03,1.54,79.74,6.12,4.83,0.8,0.82,0.83,25.9,-0.4549,-1.2585,-0.3314,-1.0733,0.191,35.48,-19.81,0.022541,20.08,-2.83,15.022,8.797,1.2246467991473532e-16,-1.0,2009-06-01
Hechi,2009,7,108.06,24.7,26.46,32.86,20.64,7.18,23.9,26.62,95.68,3.14,8.65,4.73,172.7,86.57,19.53,8.71,15.76,36.87,7.5,1.75,78.49,6.76,5.41,0.86,0.88,0.88,26.21,0.7377,-0.366,0.6711,-0.309,0.2182,35.36,-20.0,0.026628,20.39,-1.43,15.675,9.254,-0.4999999999999997,-0.8660254037844388,2009-07-01
Hechi,2009,8,108.06,24.7,26.6,33.74,18.19,7.91,23.31,26.64,95.93,2.86,7.12,4.38,113.9,83.08,18.82,1.17,18.81,36.41,8.75,1.93,59.76,7.69,5.15,0.81,0.85,0.82,24.34,-2.5813,-0.9185,-1.8598,-0.8528,0.2766,32.85,-17.71,0.011225,20.63,-2.83,13.971,7.644,-0.8660254037844385,-0.5000000000000004,2009-08-01
Hechi,2009,9,108.06,24.7,25.47,33.65,16.29,8.99,21.39,25.56,96.24,2.95,9.38,4.41,57.3,79.29,16.79,2.65,16.95,35.58,7.77,1.59,47.27,7.48,4.83,0.74,0.78,0.76,21.7,-0.9613,-1.0666,-1.0927,-1.0333,0.2423,31.32,-13.83,0.011592,19.14,-3.12,12.915,7.601,-1.0,-1.8369701987210297e-16,2009-09-01
Hechi,2009,10,108.06,24.7,21.34,30.51,14.38,10.12,16.54,21.51,96.71,2.8,6.48,4.29,47.9,76.11,12.28,1.09,11.32,33.79,5.12,1.0,64.25,4.2,3.16,0.69,0.74,0.7,17.31,-1.022,-2.2758,-1.1894,-1.932,0.2211,27.29,-5.49,0.016898,15.41,-4.15,10.624,7.223,-0.8660254037844386,0.5000000000000001,2009-10-01
Hechi,2009,11,108.06,24.7,13.75,30.13,0.29,11.61,7.24,13.96,97.19,3.65,9.51,5.24,42.7,67.49,7.26,0.45,10.45,29.55,4.66,0.84,59.36,1.38,1.71,0.67,0.7,0.67,15.75,-1.2447,-1.5274,-0.6268,-1.6784,0.209,11.48,8.64,0.010019,9.22,-5.9,6.475,4.33,-0.5000000000000004,0.8660254037844384,2009-11-01
Hechi,2009,12,108.06,24.7,10.37,24.34,-0.52,10.15,5.95,10.79,97.2,3.14,10.17,4.62,56.0,76.11,6.3,0.35,6.04,29.89,2.71,0.44,84.69,0.4,0.91,0.66,0.69,0.66,12.95,-0.9089,-1.809,-0.6061,-1.6156,0.1458,14.56,6.44,0.012672,7.14,-9.99,6.498,3.839,-2.4492935982947064e-16,1.0,2009-12-01
