station,year,month,longitude,latitude,气温_2m_℃,最高气温_℃,最低气温_℃,气温日较差_℃,露点温度_℃,地表温度_℃,气压_kPa,风速_10m_ms,最大风速_10m_ms,风速_50m_ms,风向_10m_度,相对湿度_%,比湿_gkg,降水量_mm_day,短波辐射_全天空_kWhm2day,长波辐射_全天空_kWhm2day,光合有效辐射_kWhm2day,紫外线指数,总云量_%,蒸散发_mm_day,陆地蒸发_mm_day,根区土壤湿度_01,剖面土壤湿度_01,表层土壤湿度_01,短波辐射_晴空_kWhm2day,SPI_1m,SPI_3m,SPEI_1m,SPEI_3m,NDVI,K指数_℃,Showalter指数_℃,整层水汽通量_kg_ms,温度_℃_850hPa,温度_℃_500hPa,比湿_gkg_850hPa,比湿_gkg_700hPa,month_sin,month_cos,日期
Baise,2010,8,106.62,23.9,25.75,32.62,18.73,7.88,22.79,25.79,95.41,2.1,4.62,3.65,130.2,84.95,18.32,4.56,17.04,35.15,8.15,1.96,76.52,5.56,4.79,0.78,0.77,0.81,25.43,-0.6796,-0.6983,-0.7267,-0.5494,0.2061,33.43,-16.92,0.016798,20.15,-2.59,13.947,8.289,-0.8660254037844385,-0.5000000000000004,2010-08-01
Baise,2010,9,106.62,23.9,24.68,34.72,15.39,8.93,21.55,24.75,95.53,2.06,6.37,3.71,92.5,84.35,17.03,5.94,14.74,34.71,6.94,1.54,72.09,4.79,4.28,0.74,0.74,0.78,22.26,0.5129,-0.3825,0.5424,-0.4407,0.2323,33.8,-15.58,0.010764,18.98,-3.12,13.677,8.645,-1.0,-1.8369701987210297e-16,2010-09-01
Baise,2010,10,106.62,23.9,19.3,30.59,6.61,10.19,15.09,19.36,96.09,2.68,5.69,4.72,42.9,78.5,11.67,0.85,13.31,31.56,6.14,1.28,64.15,4.26,3.74,0.71,0.71,0.73,19.39,-1.5764,-0.6361,-0.9313,-0.4705,0.2418,22.8,-0.61,0.015672,13.42,-5.27,8.95,6.625,-0.8660254037844386,0.5000000000000001,2010-10-01
Baise,2010,11,106.62,23.9,15.63,26.52,6.9,11.7,10.52,15.58,96.37,2.21,5.64,3.94,45.9,74.32,8.31,0.67,10.86,29.16,4.79,0.84,54.02,1.78,1.99,0.6,0.61,0.61,15.36,-0.6984,-0.5571,-0.316,-0.224,0.1788,15.93,5.47,0.008857,10.06,-8.16,6.531,4.352,-0.5000000000000004,0.8660254037844384,2010-11-01
Baise,2010,12,106.62,23.9,12.26,26.9,0.09,11.51,7.27,12.19,96.19,2.62,7.38,4.4,62.7,74.26,6.98,1.88,8.41,29.19,3.82,0.69,66.26,0.85,1.45,0.6,0.6,0.62,14.45,1.4456,-0.6604,1.1901,-0.3253,0.1767,12.86,8.76,0.011981,8.09,-7.86,6.042,4.228,-2.4492935982947064e-16,1.0,2010-12-01
Baise,2011,1,106.62,23.9,5.18,29.509999999999998,-2.21,9.3,-0.05,5.62,96.76,2.96,7.13,4.56,48.2,70.99,3.98,0.64,4.49,28.42,2.13,0.44,96.76,0.28,1.06,0.6,0.6,0.6,14.77,-0.4226,-0.1587,-0.1586,0.2409,0.0859,4.71,17.01,0.011982,1.31,-10.15,4.185,3.797,0.49999999999999994,0.8660254037844387,2011-01-01
Baise,2011,2,106.62,23.9,13.52,32.12,1.49,12.29,8.43,14.01,96.06,2.98,6.69,4.73,117.5,74.12,7.57,0.34,9.93,30.74,4.54,0.94,78.35,0.38,1.24,0.57,0.57,0.56,18.37,-0.8363,0.0415,-0.4695,0.314,0.1235,13.93,3.14,0.015013,9.03,-10.09,7.105,3.322,0.8660254037844386,0.5000000000000001,2011-02-01
Baise,2011,3,106.62,23.9,13.66,30.12,3.94,11.93,7.96,14.26,96.39,3.14,8.83,4.8,66.0,71.56,7.19,2.78,8.96,30.88,4.23,0.93,91.08,0.69,1.73,0.58,0.58,0.59,21.16,0.965,0.0985,1.4681,0.8071,0.1174,16.11,6.18,0.013835,7.59,-9.52,6.629,4.588,1.0,6.123233995736766e-17,2011-03-01
Baise,2011,4,106.62,23.9,21.71,34.42,9.42,12.42,15.59,22.21,95.8,2.99,7.1,4.84,142.7,71.59,11.78,1.52,12.58,33.49,5.9,1.28,88.94,0.88,2.19,0.57,0.57,0.56,23.45,-1.2956,-0.3062,-0.868,0.4504,0.1334,27.19,-7.2,0.019487,15.06,-7.17,10.227,5.849,0.8660254037844387,-0.4999999999999998,2011-04-01
Baise,2011,5,106.62,23.9,23.82,38.03,13.98,12.28,17.44,24.19,95.43,2.71,6.47,4.43,118.7,71.01,13.28,4.11,18.11,33.32,8.44,1.91,68.9,2.41,3.39,0.59,0.59,0.61,26.14,-1.1188,-0.9258,-0.7614,-0.1024,0.2126,26.27,-9.57,0.014028,17.11,-4.74,11.364,6.105,0.49999999999999994,-0.8660254037844387,2011-05-01
Baise,2011,6,106.62,23.9,26.69,36.39,19.71,8.33,23.04,26.92,94.94,2.45,6.33,4.22,150.1,82.18,18.7,8.83,15.41,35.83,7.45,1.77,91.9,3.32,3.92,0.64,0.63,0.68,25.95,-0.487,-1.2067,-0.3471,-1.0727,0.2002,37.2,-20.0,0.026731,20.0,-2.41,15.762,9.833,1.2246467991473532e-16,-1.0,2011-06-01
Baise,2011,7,106.62,23.9,26.85,35.71,21.81,8.91,22.88,26.96,95.01,2.34,5.92,3.99,135.3,80.57,18.48,2.25,17.62,35.31,8.24,1.88,70.47,5.77,4.73,0.68,0.68,0.71,24.73,-2.4242,-1.8494,-1.7042,-1.6625,0.2392,33.22,-18.65,0.016692,20.74,-2.45,14.449,7.936,-0.4999999999999997,-0.8660254037844388,2011-07-01
Baise,2011,8,106.62,23.9,26.65,37.18,18.99,10.67,21.06,26.94,95.25,2.17,5.13,3.73,131.9,74.56,16.59,2.3,18.35,34.53,8.63,2.03,64.31,3.03,3.52,0.59,0.59,0.59,25.11,-1.9523,-2.3946,-1.5016,-2.0019,0.2586,32.3,-16.4,0.012159,20.15,-3.58,13.349,7.284,-0.8660254037844385,-0.5000000000000004,2011-08-01
Baise,2011,9,106.62,23.9,25.22,35.36,14.55,11.08,19.29,25.67,95.48,2.7,9.24,4.56,71.6,72.6,14.98,4.63,14.56,34.58,6.81,1.49,70.1,1.94,3.12,0.57,0.57,0.57,22.12,-0.0845,-2.2722,-0.0629,-1.7138,0.3048,31.72,-12.01,0.01586,17.84,-3.29,12.642,8.529,-1.0,-1.8369701987210297e-16,2011-09-01
Baise,2011,10,106.62,23.9,19.62,30.94,12.51,9.11,16.37,19.65,96.11,2.39,6.46,4.1,55.8,83.05,12.32,5.31,10.77,32.71,5.05,1.07,72.12,3.7,3.3,0.68,0.68,0.73,19.03,1.4021,-0.41,1.4129,-0.4081,0.2352,27.79,-4.74,0.014354,13.67,-6.19,10.175,7.277,-0.8660254037844386,0.5000000000000001,2011-10-01
Baise,2011,11,106.62,23.9,17.94,27.7,7.27,10.89,14.33,17.75,96.22,2.05,5.64,3.6,96.2,81.33,10.79,1.61,11.71,30.18,5.21,0.94,44.17,2.57,2.3,0.64,0.64,0.67,15.98,0.2278,0.6518,0.152,0.6153,0.2155,22.63,-2.88,0.010374,12.41,-9.23,8.647,4.234,-0.5000000000000004,0.8660254037844384,2011-11-01
Baise,2011,12,106.62,23.9,9.74,23.11,0.64,11.42,3.89,9.94,96.77,2.66,6.05,4.59,48.3,69.68,5.39,0.32,7.96,28.05,3.5,0.59,69.94,0.86,1.4,0.59,0.6,0.6,13.38,-0.6035,0.8285,0.101,0.8416,0.17,4.73,16.25,0.011378,4.77,-6.33,4.805,3.746,-2.4492935982947064e-16,1.0,2011-12-01
Baise,2012,1,106.62,23.9,7.76,25.439999999999998,-1.73,8.42,4.37,8.17,96.49,2.64,5.68,4.09,63.8,80.5,5.55,2.47,4.6,30.06,2.22,0.53,96.48,0.41,1.07,0.62,0.61,0.64,15.21,1.2675,0.4931,1.8791,0.634,0.0402,7.57,11.33,0.014544,4.93,-8.27,6.019,3.264,0.49999999999999994,0.8660254037844387,2012-01-01
Baise,2012,2,106.62,23.9,11.32,27.77,0.95,11.75,6.78,11.92,96.13,3.23,6.0,4.9,81.1,75.54,6.76,0.32,7.82,30.96,3.65,0.79,92.27,0.57,1.41,0.6,0.6,0.6,18.31,-0.859,0.2685,-0.1358,0.7357,0.125,12.46,5.82,0.017439,7.84,-8.58,7.083,3.713,0.8660254037844386,0.5000000000000001,2012-02-01
Baise,2012,3,106.62,23.9,17.96,33.36,5.86,12.97,11.81,18.55,95.93,3.4,8.85,5.26,121.1,71.12,9.54,0.82,10.94,32.56,4.94,0.99,82.49,0.49,1.66,0.56,0.56,0.55,19.45,-0.6466,0.012,-0.4949,0.3855,0.1495,21.14,-1.5,0.020188,12.14,-8.2,8.61,4.62,1.0,6.123233995736766e-17,2012-03-01
Baise,2012,4,106.62,23.9,24.44,41.05,11.01,14.3,16.04,25.19,95.43,3.35,8.34,5.21,142.1,64.38,12.21,1.12,18.04,33.49,8.25,1.75,66.94,0.43,1.92,0.52,0.53,0.49,23.99,-1.9254,-2.1219,-1.8045,-1.899,0.2025,30.45,-12.2,0.021892,16.84,-7.58,11.386,5.989,0.8660254037844387,-0.4999999999999998,2012-04-01
Baise,2012,5,106.62,23.9,25.76,41.7,17.14,9.89,20.64,26.21,95.23,2.5,6.53,4.19,119.8,77.14,16.24,7.74,15.39,35.05,7.33,1.62,79.05,1.99,3.16,0.6,0.59,0.63,25.45,0.4529,-0.4476,0.448,-0.5244,0.1828,35.14,-17.1,0.025389,18.45,-3.86,14.203,9.038,0.49999999999999994,-0.8660254037844387,2012-05-01
Baise,2012,6,106.62,23.9,25.85,32.69,19.23,8.27,22.78,25.96,94.8,2.23,4.8,3.88,114.0,84.47,18.47,11.33,13.49,35.87,6.48,1.46,87.69,4.52,4.72,0.75,0.74,0.8,24.5,0.4689,0.1444,0.6453,0.2351,0.2762,36.83,-19.12,0.017945,19.61,-2.38,15.118,10.093,1.2246467991473532e-16,-1.0,2012-06-01
Baise,2012,7,106.62,23.9,26.37,32.58,21.69,7.43,23.67,26.45,94.93,2.58,8.66,4.45,154.4,86.25,19.4,7.27,15.46,35.49,7.51,1.83,87.17,5.13,5.1,0.81,0.81,0.83,26.76,0.2795,0.4974,0.1386,0.4784,0.2562,36.78,-20.0,0.027828,20.36,-2.48,15.697,9.452,-0.4999999999999997,-0.8660254037844388,2012-07-01
Baise,2012,8,106.62,23.9,26.33,34.53,19.34,8.83,22.83,26.29,95.08,2.05,10.75,3.58,68.5,82.54,18.44,3.44,16.9,35.11,7.9,1.78,72.34,5.81,4.94,0.82,0.82,0.83,24.23,-1.2348,-0.2906,-1.1381,-0.2869,0.247,33.99,-17.45,0.015526,20.57,-2.74,13.93,8.208,-0.8660254037844385,-0.5000000000000004,2012-08-01
Baise,2012,9,106.62,23.9,23.08,31.91,12.85,8.75,19.61,23.17,95.75,2.21,5.41,3.95,83.2,82.49,15.26,3.39,13.45,33.96,6.36,1.43,81.33,4.85,4.18,0.72,0.72,0.75,22.05,-0.7668,-0.8877,-0.3048,-0.7497,0.2192,30.88,-9.69,0.013359,16.77,-3.92,11.88,8.332,-1.0,-1.8369701987210297e-16,2012-09-01
Baise,2012,10,106.62,23.9,21.63,30.6,11.23,10.28,17.5,21.77,96.03,2.38,6.03,4.18,104.6,79.48,13.25,1.77,11.71,33.25,5.36,1.12,68.56,3.43,3.07,0.64,0.64,0.66,18.21,-0.5839,-1.3644,-0.6741,-1.1174,0.255,28.68,-7.37,0.015045,14.81,-4.94,11.312,7.203,-0.8660254037844386,0.5000000000000001,2012-10-01
Baise,2012,11,106.62,23.9,16.92,30.5,7.47,10.3,13.26,17.11,96.07,2.46,8.03,4.24,97.3,80.84,10.27,1.79,8.67,31.81,4.04,0.82,76.82,1.98,2.17,0.62,0.62,0.65,16.11,0.3581,-0.7209,0.4263,-0.4632,0.1756,22.07,-2.07,0.018971,11.84,-7.8,9.136,5.089,-0.5000000000000004,0.8660254037844384,2012-11-01
Baise,2012,12,106.62,23.9,11.92,28.54,0.2,11.28,6.99,12.13,96.37,2.9,6.47,4.71,67.7,74.31,6.88,1.13,7.54,29.73,3.44,0.67,76.93,0.76,1.4,0.59,0.59,0.59,14.51,0.7262,-0.0825,0.701,-0.1459,0.1188,11.56,8.01,0.011578,7.12,-8.27,6.571,3.58,-2.4492935982947064e-16,1.0,2012-12-01
Baise,2013,1,106.62,23.9,9.83,25.2,0.27,10.26,5.68,10.06,96.54,2.65,6.87,4.36,77.1,77.39,6.25,0.64,5.68,29.86,2.66,0.58,89.49,0.37,1.04,0.59,0.59,0.59,14.78,-0.4226,0.0403,-0.5663,0.1503,0.0459,8.91,10.42,0.010823,5.68,-8.75,5.904,3.336,0.49999999999999994,0.8660254037844387,2013-01-01
Baise,2013,2,106.62,23.9,16.28,31.66,3.84,13.16,11.0,16.84,96.15,3.45,8.13,5.39,134.4,73.95,9.01,0.35,9.96,31.52,4.63,1.05,81.53,0.4,1.38,0.55,0.56,0.54,18.82,-0.8105,-0.6882,-1.1574,-0.7399,0.1496,16.22,-0.15,0.022236,11.46,-7.39,8.656,4.002,0.8660254037844386,0.5000000000000001,2013-02-01
Baise,2013,3,106.62,23.9,20.57,34.58,5.84,14.09,13.14,21.16,95.87,3.15,7.08,5.0,130.3,66.65,10.28,1.87,14.17,32.27,6.28,1.24,67.3,0.4,1.73,0.53,0.53,0.52,19.83,0.3691,-0.5127,-0.1236,-0.9179,0.1728,26.25,-5.48,0.016055,13.28,-10.12,9.014,5.158,1.0,6.123233995736766e-17,2013-03-01
Baise,2013,4,106.62,23.9,22.4,37.83,10.03,13.14,15.69,23.09,95.59,3.12,8.07,4.85,130.7,69.71,12.08,1.95,14.83,33.71,6.81,1.47,76.63,0.5,1.95,0.53,0.54,0.52,22.79,-0.7376,-0.6145,-0.704,-0.9788,0.2348,28.33,-8.7,0.01973,14.57,-7.9,10.741,6.146,0.8660254037844387,-0.4999999999999998,2013-04-01
Baise,2013,5,106.62,23.9,25.04,37.71,15.38,10.67,20.23,25.44,95.29,2.5,5.59,4.08,139.2,77.43,15.83,5.14,16.43,34.86,7.81,1.75,77.01,2.37,3.36,0.6,0.59,0.62,25.65,-0.5995,-0.7203,-0.4547,-0.6917,0.2019,32.27,-15.07,0.022685,17.94,-4.76,13.239,7.374,0.49999999999999994,-0.8660254037844387,2013-05-01
Baise,2013,6,106.62,23.9,26.05,34.9,15.44,9.1,22.0,26.18,95.04,2.36,5.66,4.03,141.6,80.44,17.7,6.69,18.02,34.85,8.59,2.0,80.49,4.26,4.21,0.64,0.64,0.68,26.98,-1.4641,-1.3772,-0.5932999999999999,-2.1225,0.2248,33.83,-18.52,0.018787,19.68,-2.77,14.701,8.475,1.2246467991473532e-16,-1.0,2013-06-01
Baise,2013,7,106.62,23.9,26.47,35.11,21.39,8.2,23.05,26.67,95.07,2.71,6.22,4.56,157.6,83.1,18.64,5.02,16.35,35.5,7.96,1.96,82.99,5.14,4.74,0.65,0.65,0.69,26.99,-0.6817,-1.4181,-0.7319,-1.2937,0.2408,35.98,-20.0,0.03614,20.24,-2.6,15.462,8.994,-0.4999999999999997,-0.8660254037844388,2013-07-01
Baise,2013,8,106.62,23.9,26.43,35.26,21.27,8.41,23.0,26.47,95.07,2.23,7.55,3.9,105.8,83.06,18.6,8.28,17.11,35.15,8.19,1.93,76.09,4.97,4.49,0.69,0.68,0.74,25.65,0.673,-0.6993,0.5197,-0.6762,0.2467,35.45,-18.67,0.010546,20.39,-3.34,14.248,8.717,-0.8660254037844385,-0.5000000000000004,2013-08-01
Baise,2013,9,106.62,23.9,23.58,32.94,13.44,9.22,20.12,23.59,95.6,2.22,5.08,3.84,52.9,82.51,15.68,3.59,14.24,33.96,6.74,1.5,69.33,5.33,4.44,0.74,0.74,0.78,22.97,-0.6463,-0.2558,-0.2903,-0.3038,0.248,29.36,-10.01,0.011405,17.48,-3.97,11.707,7.359,-1.0,-1.8369701987210297e-16,2013-09-01
Baise,2013,10,106.62,23.9,19.52,31.21,10.96,10.66,14.91,19.45,96.2,2.32,5.52,4.15,46.0,77.09,11.18,2.19,12.71,31.54,5.8,1.14,60.66,3.86,3.29,0.65,0.65,0.68,18.66,-0.2531,0.0066,-0.0129,0.0992,0.2387,22.17,-0.65,0.012242,13.62,-6.17,8.512,5.587,-0.8660254037844386,0.5000000000000001,2013-10-01
Baise,2013,11,106.62,23.9,16.25,29.24,4.62,10.65,12.08,16.34,96.38,2.46,7.28,4.35,62.6,78.54,9.48,2.78,9.37,30.97,4.31,0.85,71.14,2.47,2.41,0.64,0.64,0.67,16.44,0.9527,-0.1929,1.0084,0.1334,0.2054,19.72,2.71,0.010843,10.71,-7.53,7.699,5.017,-0.5000000000000004,0.8660254037844384,2013-11-01
Baise,2013,12,106.62,23.9,9.23,23.7,-2.17,11.55,4.41,9.14,96.61,2.43,6.02,4.32,46.0,74.49,5.63,2.57,9.65,26.35,4.09,0.63,50.24,1.27,1.59,0.65,0.65,0.69,13.38,1.9611,0.9091,1.711,1.0144,0.1722,3.96,15.2,0.008211,4.0,-9.22,4.314,3.038,-2.4492935982947064e-16,1.0,2013-12-01
Baise,2014,1,106.62,23.9,11.22,26.69,-2.07,12.23,6.51,11.01,96.55,2.65,6.59,4.46,99.9,75.49,6.6,0.22,10.68,27.28,4.6,0.79,48.88,1.01,1.49,0.63,0.63,0.65,14.94,-1.3482,1.0162,-1.2917,1.0781,0.1495,5.48,10.38,0.008248,6.81,-9.43,5.188,2.63,0.49999999999999994,0.8660254037844387,2014-01-01
Baise,2014,2,106.62,23.9,12.05,30.04,-0.65,11.72,7.05,12.57,96.15,3.34,7.39,5.12,100.7,74.11,7.18,0.78,9.38,30.27,4.27,0.9,79.72,0.47,1.34,0.58,0.58,0.58,18.59,-0.0037,0.5954,0.2754,0.7762,0.2036,12.11,8.13,0.015686,7.5,-7.76,6.586,3.798,0.8660254037844386,0.5000000000000001,2014-02-01
Baise,2014,3,106.62,23.9,17.56,34.6,8.05,12.17,12.54,18.2,96.03,3.17,9.29,4.86,112.0,75.29,9.81,1.72,11.05,32.9,5.04,1.06,87.8,0.52,1.68,0.56,0.56,0.56,19.82,0.2535,-0.6516,0.3626,-0.2717,0.1698,25.07,-4.37,0.020162,11.64,-10.25,9.151,5.198,1.0,6.123233995736766e-17,2014-03-01
Baise,2014,4,106.62,23.9,23.48,35.94,14.08,11.1,18.27,24.03,95.67,3.41,6.57,5.24,142.7,75.28,13.98,1.91,12.56,34.71,5.77,1.21,88.79,0.94,2.31,0.57,0.57,0.57,21.84,-0.7857,-0.4847,-1.0155,-0.2501,0.1703,30.07,-11.93,0.025385,15.48,-6.87,12.113,6.43,0.8660254037844387,-0.4999999999999998,2014-04-01
Baise,2014,5,106.62,23.9,26.14,40.37,14.74,11.6,20.18,26.68,95.3,2.75,5.92,4.45,137.0,73.24,15.89,3.84,17.29,34.88,8.12,1.77,81.39,1.4,2.88,0.57,0.57,0.57,25.35,-1.2697,-1.3143,-1.7233,-1.4615,0.2197,34.78,-17.21,0.027142,18.09,-4.26,14.232,8.548,0.49999999999999994,-0.8660254037844387,2014-05-01
Baise,2014,6,106.62,23.9,26.43,33.5,20.37,7.39,23.5,26.54,94.94,2.11,4.8,3.69,127.5,85.17,19.24,11.01,14.85,35.86,7.15,1.64,88.18,4.03,4.17,0.72,0.71,0.77,25.28,0.3549,-0.6404,0.491,-0.6802,0.2408,37.13,-20.0,0.019051,19.88,-2.13,15.577,10.497,1.2246467991473532e-16,-1.0,2014-06-01
Baise,2014,7,106.62,23.9,26.51,36.28,22.11,7.16,23.83,26.54,95.08,2.08,4.8,3.65,142.1,86.46,19.57,9.86,17.67,35.4,8.51,2.1,79.55,4.52,4.65,0.86,0.85,0.87,26.7,1.165,0.203,1.2605,0.1063,0.2548,36.17,-19.46,0.021594,20.75,-2.56,14.72,9.408,-0.4999999999999997,-0.8660254037844388,2014-07-01
Baise,2014,8,106.62,23.9,25.97,33.69,19.43,7.88,23.12,26.0,95.24,1.89,4.8,3.35,138.9,85.55,18.76,4.96,16.42,35.19,7.87,1.89,83.98,5.03,4.66,0.84,0.83,0.85,25.26,-0.5045,0.4596,-0.6263,0.4028,0.2712,34.88,-16.85,0.013706,19.77,-2.53,14.099,9.26,-0.8660254037844385,-0.5000000000000004,2014-08-01
Baise,2014,9,106.62,23.9,25.18,33.24,15.63,8.51,22.14,25.13,95.46,2.32,5.0,4.05,120.7,84.59,17.7,7.37,16.75,34.4,7.87,1.79,64.62,4.85,4.76,0.84,0.84,0.86,23.29,1.0728,0.7534,0.9513,0.6412,0.2865,32.3,-14.58,0.015116,18.9,-3.2,13.2808,8.1865,-1.0,-1.8369701987210297e-16,2014-09-01
Baise,2014,10,106.62,23.9,21.51,30.44,13.84,9.53,18.06,21.43,96.1,2.11,5.2,3.78,106.0,82.24,13.69,2.35,13.68,32.55,6.2,1.24,57.58,4.35,3.87,0.78,0.78,0.8,18.67,-0.1387,0.1122,-0.2411,0.0239,0.1984,24.95,-7.0,0.010704,15.33,-5.72,10.6319,5.4336,-0.8660254037844386,0.5000000000000001,2014-10-01
Baise,2014,11,106.62,23.9,16.29,28.89,8.82,8.81,13.58,16.39,96.28,2.41,5.85,4.27,78.4,85.09,10.33,3.15,7.68,31.68,3.57,0.69,78.86,2.35,2.62,0.77,0.77,0.8,15.65,1.1391,0.9444,1.1612,0.822,0.1445,21.62,1.25,0.014192,10.46,-6.96,8.6512,5.3503,-0.5000000000000004,0.8660254037844384,2014-11-01
Baise,2014,12,106.62,23.9,9.77,20.61,1.22,10.94,5.01,9.77,96.78,2.59,6.64,4.49,50.0,74.71,5.76,0.36,9.1,27.8,4.02,0.68,66.43,1.59,2.0,0.7,0.7,0.73,14.41,-0.4999,0.3518,0.1519,0.373,0.1896,2.95,15.89,0.009242,5.01,-6.81,4.6574,3.3781,-2.4492935982947064e-16,1.0,2014-12-01
Baise,2015,1,106.62,23.9,11.58,25.4,1.38,10.55,7.99,11.5,96.55,2.73,6.73,4.56,89.2,80.23,7.2,1.88,9.23,28.65,4.1,0.72,67.24,1.13,1.68,0.67,0.67,0.71,15.29,0.8602,0.9329,0.734,0.9755,0.1531,10.75,8.46,0.011142,6.61,-9.83,5.9157,3.505,0.49999999999999994,0.8660254037844387,2015-01-01
Baise,2015,2,106.62,23.9,14.82,31.13,1.37,11.41,10.69,15.03,96.22,2.77,8.6,4.65,141.5,78.84,8.86,1.44,11.86,29.79,5.29,1.02,64.55,1.22,2.12,0.65,0.65,0.68,17.6,0.7664,0.631,0.5108,0.5023,0.1478,20.18,0.82,0.015363,9.04,-11.73,7.3911,3.7861,0.8660254037844386,0.5000000000000001,2015-02-01
Baise,2015,3,106.62,23.9,18.63,35.41,6.3,12.65,13.54,19.24,96.04,3.17,7.04,4.94,120.3,75.57,10.45,0.66,11.25,33.05,5.15,1.05,82.67,0.86,2.01,0.59,0.6,0.59,20.34,-0.8747,0.1682,-0.8485,0.0169,0.2262,23.18,-4.93,0.023023,13.15,-7.76,9.8148,4.9357,1.0,6.123233995736766e-17,2015-03-01
Baise,2015,4,106.62,23.9,23.25,41.16,10.53,13.91,14.45,23.88,95.77,3.24,7.6,5.17,162.4,62.46,11.11,0.94,17.38,32.44,7.95,1.65,65.3,0.75,2.07,0.53,0.54,0.5,23.93,-2.2629,-1.507,-1.6426,-1.5015,0.2322,25.95,-5.43,0.017248,15.57,-7.68,9.0927,5.6888,0.8660254037844387,-0.4999999999999998,2015-04-01
Baise,2015,5,106.62,23.9,27.07,38.06,17.2,11.41,21.01,27.64,95.2,2.79,6.37,4.45,133.7,73.08,16.64,7.12,17.6,35.48,8.28,1.82,75.61,2.09,3.17,0.58,0.57,0.6,25.35,0.2266,-0.7987,0.0408,-1.0616,0.323,35.69,-18.91,0.028656,18.94,-3.64,14.8131,8.9562,0.49999999999999994,-0.8660254037844387,2015-05-01
Baise,2015,6,106.62,23.9,26.3,34.44,19.61,7.13,23.84,26.36,95.05,2.6,5.62,4.53,163.0,87.32,19.61,10.31,17.27,35.73,8.29,1.91,81.49,3.87,4.34,0.78,0.77,0.82,26.35,0.0978,-0.2488,0.2972,-0.2368,0.261,37.66,-20.0,0.038148,20.51,-2.03,16.4719,10.0662,1.2246467991473532e-16,-1.0,2015-06-01
Baise,2015,7,106.62,23.9,25.92,34.24,18.51,8.16,22.51,25.86,95.04,2.06,5.57,3.55,65.7,82.95,18.14,7.9,16.77,35.1,7.98,1.89,85.76,5.38,4.95,0.79,0.79,0.82,25.73,0.5119,0.3213,0.4781,0.2065,0.2498,34.22,-16.81,0.00992,19.64,-2.42,14.1763,8.8061,-0.4999999999999997,-0.8660254037844388,2015-07-01
Baise,2015,8,106.62,23.9,25.66,33.48,19.83,7.93,22.65,25.6,95.27,2.03,4.71,3.55,125.0,84.8,18.22,7.44,15.87,35.08,7.55,1.76,81.36,4.89,4.7,0.83,0.83,0.85,24.41,0.4103,0.4301,0.3042,0.4542,0.3208,35.46,-17.69,0.009878,19.81,-3.19,14.1506,8.8881,-0.8660254037844385,-0.5000000000000004,2015-08-01
Baise,2015,9,106.62,23.9,24.43,31.71,16.79,7.93,22.08,24.51,95.61,2.19,5.72,3.94,104.7,87.73,17.58,8.13,12.22,35.39,5.89,1.38,88.68,4.0,4.6,0.9,0.89,0.89,22.46,1.342,0.9737,1.247,1.0563,0.2162,35.2,-15.94,0.015934,18.19,-2.88,14.2364,9.8404,-1.0,-1.8369701987210297e-16,2015-09-01
Baise,2015,10,106.62,23.9,20.87,30.7,12.7,9.51,17.24,20.6,96.13,2.19,7.83,3.77,53.4,81.37,12.99,3.87,13.19,32.48,6.12,1.28,61.54,4.2,3.94,0.83,0.83,0.84,19.63,0.7521,1.0126,0.682,1.0049,0.2294,26.95,-5.62,0.010798,15.23,-5.33,10.2665,6.6231,-0.8660254037844386,0.5000000000000001,2015-10-01
Baise,2015,11,106.62,23.9,17.93,28.75,5.78,8.74,15.71,18.02,96.25,2.33,7.18,4.14,122.4,87.84,12.06,5.26,9.24,32.49,4.34,0.89,75.96,2.27,2.85,0.85,0.84,0.85,16.32,2.0024,1.8782,1.7797,1.5901,0.2438,23.98,-4.89,0.02081,12.86,-7.11,10.1833,5.1299,-0.5000000000000004,0.8660254037844384,2015-11-01
Baise,2015,12,106.62,23.9,11.36,24.34,2.2,9.03,8.89,11.46,96.67,2.32,5.34,4.0,60.2,85.81,7.59,3.17,6.5,30.03,3.02,0.58,86.84,1.13,2.05,0.86,0.86,0.86,14.18,2.3446,2.1145,1.8762,1.8665,0.1856,13.08,8.36,0.012056,6.32,-9.4,6.2607,3.9744,-2.4492935982947064e-16,1.0,2015-12-01
Baise,2016,1,106.62,23.9,9.94,23.86,-1.99,8.78,7.56,10.13,96.52,2.57,7.18,4.11,71.6,85.95,7.05,1.41,7.22,29.85,3.36,0.64,85.05,0.73,1.74,0.83,0.83,0.84,15.82,0.4717,2.5012,0.3793,2.1572,0.0618,14.59,6.05,0.012279,5.71,-11.95,6.398,3.3394,0.49999999999999994,0.8660254037844387,2016-01-01
Baise,2016,2,106.62,23.9,10.57,26.76,-0.75,11.94,5.58,10.49,96.72,2.89,6.92,4.74,51.3,73.93,6.08,0.37,11.8,27.83,5.27,1.05,65.38,1.22,2.48,0.76,0.76,0.78,18.25,-0.7282,1.5833,0.026,1.665,0.213,5.58,15.22,0.007985,5.69,-7.65,4.3232,3.4706,0.8660254037844386,0.5000000000000001,2016-02-01
