station,longitude,latitude,year,month,date,月降水量_mm,月PET_mm,SPI_1m,SPI_3m,SPI_6m,SPI_12m,SPEI_1m,SPEI_3m,SPEI_6m,SPEI_12m
Baise,106.62,23.9,2021,1,2021-01,4.65,13.6,-1.6251,-2.3618,1.4263,1.9765,-1.2099,-1.9775,1.5135,1.7187
Baise,106.62,23.9,2021,2,2021-02,63.56,38.45,1.4554,-0.4612,1.5998,2.0527,1.0273,-0.3754,1.5244,1.7805
Baise,106.62,23.9,2021,3,2021-03,22.01,72.27,-0.7995,-0.4505,0.2697,1.6538,-1.2202,-0.7461,0.1745,1.6337
Baise,106.62,23.9,2021,4,2021-04,119.4,94.87,1.1321,0.7987,-0.6368,1.6552,1.3944,0.5154,-0.4702,1.4644
Baise,106.62,23.9,2021,5,2021-05,188.79,148.62,-0.1806,-0.1014,-0.2164,1.2997,-0.221,-0.1395,-0.1815,1.2543
Baise,106.62,23.9,2021,6,2021-06,272.1,153.69,-0.3879,-0.0887,-0.2257,0.8296,-0.2292,0.0692,-0.2226,0.7113
Baise,106.62,23.9,2021,7,2021-07,165.23,166.25,-0.5338,-0.6179,-0.3075,0.7699,-0.7565,-0.7806,-0.4937,0.6226
Baise,106.62,23.9,2021,8,2021-08,186.93,159.2,-0.0789,-0.6192,-0.5432,0.4635,-0.4532,-0.7943,-0.7142,0.2901
Baise,106.62,23.9,2021,9,2021-09,88.8,133.74,-1.0435,-0.8315,-0.6388,-0.4714,-1.4087,-1.0355,-0.8498,-0.6425
Baise,106.62,23.9,2021,10,2021-10,146.01,68.6,1.147,-0.0668,-0.5306,-0.6506,1.163,-0.2407,-0.6085,-0.771
Baise,106.62,23.9,2021,11,2021-11,58.8,37.5,0.4733,0.1427,-0.4227,-0.4636,0.653,0.182,-0.5069,-0.5534
Baise,106.62,23.9,2021,12,2021-12,17.36,20.32,-0.078,0.8219,-0.3169,-0.4101,0.0921,0.8678,-0.4012,-0.5226
Baise,106.62,23.9,2022,1,2022-01,53.63,20.04,0.7438,0.4116,0.0904,-0.1415,0.5122,0.4661,-0.0819,-0.3153
Baise,106.62,23.9,2022,2,2022-02,85.12,10.76,1.9638,1.6509,0.6316,-0.0408,2.2754,1.6452,0.6013,-0.0857
Baise,106.62,23.9,2022,3,2022-03,73.16,73.92,0.7088,1.6564,1.4087,0.2044,0.3675,1.5061,1.5863,0.0029
Baise,106.62,23.9,2022,4,2022-04,100.8,87.94,0.6468,1.5705,1.4399,0.1071,0.9128,1.622,1.3777,0.0151
Baise,106.62,23.9,2022,5,2022-05,376.34,104.2,1.793,1.8733,2.0202,0.7754,1.8262,1.7519,1.8293,0.7207
Baise,106.62,23.9,2022,6,2022-06,237.6,143.44,-0.8802,0.8084,1.1715,0.6411,-0.6618,1.07,1.2657,0.5967
Baise,106.62,23.9,2022,7,2022-07,149.42,163.65,-0.7804,0.2529,0.727,0.5364,-0.9056,0.4039,0.9288,0.4753
Baise,106.62,23.9,2022,8,2022-08,117.49,153.95,-1.0493,-1.5277,-0.0375,0.2796,-1.1054,-1.4011,0.1841,0.3151
Baise,106.62,23.9,2022,9,2022-09,90.3,122.47,-1.0099,-1.5243,-0.4005,0.2452,-1.0286,-1.3701,-0.1753,0.4042
Baise,106.62,23.9,2022,10,2022-10,55.49,76.21,-0.5669,-1.3637,-0.6302,-0.1033,-0.481,-1.2876,-0.3718,0.1543
Baise,106.62,23.9,2022,11,2022-11,51.0,64.01,0.2941,-0.8816,-1.6193,-0.1233,-0.178,-1.0609,-1.64,0.0074
Baise,106.62,23.9,2022,12,2022-12,14.26,14.87,-0.2727,-0.4069,-1.5111,-0.1345,0.1938,-0.5502,-1.4976,0.0325
Baise,106.62,23.9,2023,1,2023-01,4.03,18.17,-1.7228,-0.8041,-1.4261,-0.2749,-1.4261,-1.2842,-1.3932,-0.0742
Baise,106.62,23.9,2023,2,2023-02,31.08,34.68,0.42,-1.2803,-1.141,-0.5429,0.0592,-1.0205,-1.1873,-0.4502
Baise,106.62,23.9,2023,3,2023-03,49.91,69.42,0.1643,-0.5758,-0.7813,-0.6685,-0.1166,-0.8117,-1.0312,-0.6402
Baise,106.62,23.9,2023,4,2023-04,110.4,116.12,0.904,0.5845,-0.1721,-0.5898,0.2522,0.0883,-0.7122,-0.6468
Baise,106.62,23.9,2023,5,2023-05,81.84,156.87,-2.0494,-1.146,-1.3089,-1.9322,-3.09,-1.9276,-3.09,-1.8348
Baise,106.62,23.9,2023,6,2023-06,272.1,163.94,-0.3879,-0.9823,-1.0145,-1.7301,-0.3941,-3.09,-1.9659,-1.7107
Baise,106.62,23.9,2023,7,2023-07,188.48,170.98,-0.1989,-1.2142,-0.8957,-1.4818,-0.5416,-1.5035,-1.3717,-1.5729
Baise,106.62,23.9,2023,8,2023-08,213.59,151.11,0.2275,-0.2754,-0.7447,-1.1814,-0.0604,-0.5351,-1.2253,-1.5359
Baise,106.62,23.9,2023,9,2023-09,141.3,123.9,-0.045,-0.097,-0.7038,-0.9301,-0.0565,-0.394,-1.091,-1.4044
Baise,106.62,23.9,2023,10,2023-10,57.66,87.83,-0.5088,-0.1319,-0.977,-0.9099,-0.7114,-0.3098,-1.4394,-1.5722
Baise,106.62,23.9,2023,11,2023-11,36.6,53.48,-0.0926,-0.4375,-0.464,-0.9436,-0.3232,-0.6033,-0.6983,-1.4374
Baise,106.62,23.9,2023,12,2023-12,14.57,27.72,-0.2519,-0.5931,-0.3806,-0.9505,-0.5912,-0.9618,-0.6119,-1.5689
Baise,106.62,23.9,2024,1,2024-01,81.84,24.09,1.3732,0.4643,0.055,-0.65,1.4537,0.0886,-0.2709,-1.2783
Baise,106.62,23.9,2024,2,2024-02,27.55,30.12,0.2697,0.969,-0.068,-0.6692,0.099,0.409,-0.3946,-1.3327
Baise,106.62,23.9,2024,3,2024-03,37.51,71.92,-0.1997,0.6763,-0.1987,-0.7422,-0.5825,0.2587,-0.7602,-1.2879
Baise,106.62,23.9,2024,4,2024-04,127.2,135.15,1.321,0.5985,0.6929,-0.6242,0.1796,-0.1772,-0.1351,-1.2567
Baise,106.62,23.9,2024,5,2024-05,483.6,124.69,2.6397,2.5861,2.4154,0.9848,2.3302,1.9176,1.709,0.443
Baise,106.62,23.9,2024,6,2024-06,510.3,148.67,2.2125,2.9826,2.684,1.7788,1.7455,2.1299,1.9827,1.5929
Baise,106.62,23.9,2024,7,2024-07,245.83,162.69,0.5226,2.6488,2.5738,1.8481,0.2817,2.7107,2.1892,1.9745
Baise,106.62,23.9,2024,8,2024-08,308.14,152.8,1.1449,1.9585,2.6723,2.2783,1.2006,2.0225,2.1562,2.3909
Baise,106.62,23.9,2024,9,2024-09,243.3,125.99,1.3351,1.3921,2.7895,2.4507,1.1245,1.3237,2.3274,2.1699
Baise,106.62,23.9,2024,10,2024-10,68.2,71.64,-0.2458,1.1516,2.5585,2.4371,-0.1104,1.0262,2.0101,1.863
Baise,106.62,23.9,2024,11,2024-11,2.1,46.81,-2.3165,0.3245,1.5975,2.2945,-3.09,0.3025,1.3868,1.8164
Baise,106.62,23.9,2024,12,2024-12,12.09,18.7,-0.4275,-1.0635,0.8215,2.3142,-0.0925,-0.8686,0.6512,1.8284
Baise,106.62,23.9,2025,1,2025-01,4.65,22.18,-1.6251,-2.7158,0.578,2.7308,-1.5677,-3.09,0.3851,2.0061
Baise,106.62,23.9,2025,2,2025-02,28.56,20.3,0.3139,-1.4591,-0.0731,2.7276,0.4918,-0.9553,-0.096,2.0482
Baise,106.62,23.9,2025,3,2025-03,12.4,60.73,-1.3526,-1.7634,-1.9251,2.6814,-1.131,-1.2632,-1.3643,2.4486
Baise,106.62,23.9,2025,4,2025-04,59.4,122.39,-0.702,-1.2109,-2.7831,2.292,-1.3222,-1.3361,-3.09,1.9524
Baise,106.62,23.9,2025,5,2025-05,262.57,130.47,0.7047,-0.0569,-0.4155,1.2518,0.7923,-0.0758,-0.338,1.0678
Baise,106.62,23.9,2025,6,2025-06,395.7,148.0,1.0924,0.8267,0.3157,0.834,1.0467,0.8056,0.3809,0.5811
Baise,106.62,23.9,2025,7,2025-07,196.23,167.5,-0.0935,0.7748,0.3776,0.6041,-0.4079,0.7219,0.3071,0.2926
Baise,106.62,23.9,2025,8,2025-08,210.49,144.26,0.1932,0.5359,0.3522,0.2448,-0.016,0.4078,0.3425,0.026
Baise,106.62,23.9,2025,9,2025-09,291.0,123.24,1.8508,0.8518,1.0433,0.3839,1.569,0.6479,0.9323,0.2859
Baise,106.62,23.9,2025,10,2025-10,140.43,80.01,1.0664,1.2718,1.3166,0.6312,0.9362,1.1671,1.1601,0.5725
Baise,106.62,23.9,2025,11,2025-11,57.9,33.07,0.4535,1.6671,1.2575,0.8148,0.7157,1.4482,1.1225,0.7468
Baise,106.62,23.9,2025,12,2025-12,24.49,26.59,0.2929,0.8284,1.0149,0.8677,0.1306,0.7575,0.8433,0.7761
Beihai,109.12,21.48,2005,1,2005-01,12.09,30.05,-0.6855,,,,-0.5948,,,
Beihai,109.12,21.48,2005,2,2005-02,15.96,43.04,-0.6699,,,,-0.4869,,,
Beihai,109.12,21.48,2005,3,2005-03,35.03,56.23,-0.6469,-1.4257,,,-0.1482,-3.09,,
Beihai,109.12,21.48,2005,4,2005-04,66.0,113.72,-0.4625,-1.0538,,,-0.3333,-0.8491,,
Beihai,109.12,21.48,2005,5,2005-05,176.7,180.11,0.1664,-0.3731,,,0.2359,-0.1143,,
Beihai,109.12,21.48,2005,6,2005-06,342.3,182.37,0.5313,0.2611,-0.2151,,0.6903,0.4002,0.0703,
Beihai,109.12,21.48,2005,7,2005-07,231.88,198.76,-0.6923,-0.0143,-0.4072,,-0.4372,0.0895,-0.1116,
Beihai,109.12,21.48,2005,8,2005-08,313.1,182.39,-0.736,-0.3759,-0.5357,,-0.7062,-0.0216,-0.313,
Beihai,109.12,21.48,2005,9,2005-09,197.1,157.16,-0.3322,-1.0865,-0.542,,-0.2949,-0.8397,-0.2441,
Beihai,109.12,21.48,2005,10,2005-10,10.85,117.73,-1.9463,-1.3517,-0.8196,,-2.034,-1.4244,-0.5035,
Beihai,109.12,21.48,2005,11,2005-11,21.9,74.51,-0.6731,-1.2822,-0.9536,,-1.1591,-1.1932,-0.6884,
Beihai,109.12,21.48,2005,12,2005-12,8.06,30.04,-0.7013,-2.0293,-1.5408,-1.2672,-0.1737,-1.5457,-1.3346,-1.0437
Beihai,109.12,21.48,2006,1,2006-01,5.27,31.91,-1.1573,-1.3509,-1.8316,-1.3151,-3.09,-3.09,-1.6458,-1.1203
Beihai,109.12,21.48,2006,2,2006-02,62.44,45.36,0.8521,-0.6733,-1.3691,-1.2065,0.7112,-0.3995,-1.2709,-1.0598
Beihai,109.12,21.48,2006,3,2006-03,124.62,63.55,1.791,0.7909,-1.1173,-0.8746,2.3322,0.8733,-0.9803,-0.6596
Beihai,109.12,21.48,2006,4,2006-04,49.2,109.85,-0.9839,0.7548,-0.4842,-0.9038,-0.6934,0.911,-0.1206,-0.6767
Beihai,109.12,21.48,2006,5,2006-05,141.98,160.41,-0.2716,0.0199,-0.3743,-0.9319,0.0807,0.3649,0.0566,-0.6538
Beihai,109.12,21.48,2006,6,2006-06,122.1,189.71,-1.5874,-1.641,-1.096,-1.9139,-1.5946,-1.3344,-0.7115,-2.1063
Beihai,109.12,21.48,2006,7,2006-07,341.93,206.59,0.4407,-0.7513,-0.5432,-1.5648,0.4696,-0.5277,-0.2364,-1.4006
Beihai,109.12,21.48,2006,8,2006-08,391.22,183.37,0.1907,-0.5404,-0.5086,-1.1574,0.1617,-0.2457,-0.2888,-0.9496
Beihai,109.12,21.48,2006,9,2006-09,48.9,141.56,-2.7292,-0.8314,-1.4885,-1.6469,-2.1664,-0.571,-1.1642,-1.3332
Beihai,109.12,21.48,2006,10,2006-10,35.65,140.26,-1.0924,-1.665,-1.5301,-1.6051,-1.8323,-2.5499,-2.0321,-1.4515
Beihai,109.12,21.48,2006,11,2006-11,62.1,85.94,0.2844,-2.0897,-1.3856,-1.5083,0.1054,-2.0009,-1.4873,-1.3782
Beihai,109.12,21.48,2006,12,2006-12,6.82,36.38,-0.8122,-0.9581,-1.0572,-1.3978,-0.6999,-1.2839,-1.0057,-1.3339
Beihai,109.12,21.48,2007,1,2007-01,18.91,25.44,-0.3896,-0.3925,-1.7846,-1.3805,0.0567,-0.3822,-1.715,-1.3183
Beihai,109.12,21.48,2007,2,2007-02,27.44,55.61,-0.1421,-1.2354,-2.2454,-1.5784,-0.5471,-3.09,-2.2134,-1.9398
Beihai,109.12,21.48,2007,3,2007-03,62.62,77.23,0.3397,-0.4364,-1.3138,-1.7903,0.0871,-0.5569,-2.1209,-2.3332
Beihai,109.12,21.48,2007,4,2007-04,137.4,91.34,1.077,0.646,-0.0654,-1.4108,1.359,0.7376,0.1685,-1.6651
Beihai,109.12,21.48,2007,5,2007-05,184.14,156.12,0.2526,0.6527,0.0079,-1.1434,0.5217,0.9242,0.3741,-1.2067
Beihai,109.12,21.48,2007,6,2007-06,252.6,195.39,-0.1668,0.1983,-0.019,-0.8987,0.0598,0.5059,0.251,-0.7998
Beihai,109.12,21.48,2007,7,2007-07,143.53,210.26,-1.9128,-0.8945,-0.7312,-1.6678,-1.7948,-0.6731,-0.4568,-1.6261
Beihai,109.12,21.48,2007,8,2007-08,328.91,190.5,-0.5368,-1.2554,-0.7905,-1.7351,-0.6263,-1.1094,-0.5631,-1.484
Beihai,109.12,21.48,2007,9,2007-09,180.9,152.57,-0.5096,-1.6883,-0.9339,-1.267,-0.4252,-1.4607,-0.5648,-1.1781
Beihai,109.12,21.48,2007,10,2007-10,39.99,110.43,-0.9967,-1.1624,-1.342,-1.2902,-0.7336,-1.0488,-1.3432,-1.1417
Beihai,109.12,21.48,2007,11,2007-11,4.5,51.04,-1.7114,-1.3196,-1.5896,-1.5284,-0.6232,-0.979,-1.5895,-1.2602
Beihai,109.12,21.48,2007,12,2007-12,19.53,46.02,-0.0234,-1.5492,-1.8695,-1.3698,-0.4354,-1.1332,-1.6702,-1.1525
Beihai,109.12,21.48,2008,1,2008-01,82.15,20.04,0.9077,-0.1597,-1.2248,-1.1754,1.0402,0.2124,-0.9724,-0.8876
Beihai,109.12,21.48,2008,2,2008-02,30.16,16.17,-0.041,0.3391,-1.019,-1.2218,0.6571,0.7052,-0.6325,-0.8161
Beihai,109.12,21.48,2008,3,2008-03,30.69,65.85,-0.8475,0.1218,-1.382,-1.3189,-0.6772,0.7864,-0.7143,-0.8861
Beihai,109.12,21.48,2008,4,2008-04,53.7,114.6,-0.8335,-1.102,-1.0317,-1.5786,-0.701,-0.5653,-0.2482,-1.5147
Beihai,109.12,21.48,2008,5,2008-05,142.6,160.94,-0.2631,-0.9583,-0.6667,-1.5586,0.0817,-0.5697,-0.0686,-1.8886
Beihai,109.12,21.48,2008,6,2008-06,627.9,172.6,2.1667,1.485,1.3678,-0.5198,1.8585,1.4623,1.4303,-0.0819
Beihai,109.12,21.48,2008,7,2008-07,325.5,189.76,0.2888,1.4223,1.1993,0.0249,0.4727,1.5028,1.3684,0.438
Beihai,109.12,21.48,2008,8,2008-08,423.46,186.84,0.537,1.7545,1.2295,0.2946,0.5328,1.6324,1.4581,0.5913
Beihai,109.12,21.48,2008,9,2008-09,306.3,169.02,0.6626,0.7128,1.3347,0.5939,0.6628,0.812,1.3891,0.8638
Beihai,109.12,21.48,2008,10,2008-10,149.11,126.44,0.3516,0.6377,1.3124,0.8745,0.3121,0.7082,1.317,1.0961
Beihai,109.12,21.48,2008,11,2008-11,79.5,56.22,0.5611,0.5678,1.4194,1.0776,0.8133,0.5426,1.4004,1.2583
Beihai,109.12,21.48,2008,12,2008-12,45.57,30.7,0.8225,0.4859,0.6592,1.1779,0.8442,0.4515,0.7459,1.3238
Beihai,109.12,21.48,2009,1,2009-01,7.44,18.85,-0.9719,0.1304,0.5297,1.1159,-0.1208,0.5106,0.5951,1.268
Beihai,109.12,21.48,2009,2,2009-02,7.0,60.66,-1.3374,-1.0499,0.2529,1.0956,-3.09,-1.5053,0.1916,1.2101
Beihai,109.12,21.48,2009,3,2009-03,76.26,67.88,0.7198,-0.7869,-0.0267,1.1966,0.8468,-0.9366,0.0734,1.2848
Beihai,109.12,21.48,2009,4,2009-04,96.0,109.72,0.2768,-0.0056,-0.0975,1.2667,0.408,-0.1532,0.3695,1.3485
Beihai,109.12,21.48,2009,5,2009-05,166.16,155.59,0.0401,0.2385,-0.3152,1.1357,0.3687,0.545,0.0922,1.2441
Beihai,109.12,21.48,2009,6,2009-06,160.2,188.71,-1.0929,-0.7781,-1.046,-0.026,-0.7889,-0.3826,-0.6647,0.2485
Beihai,109.12,21.48,2009,7,2009-07,274.97,205.95,-0.2128,-0.777,-0.8827,-0.2088,-0.086,-0.5194,-0.6108,-0.0522
Beihai,109.12,21.48,2009,8,2009-08,368.59,198.23,-0.0639,-0.8136,-0.6389,-0.3427,-0.28,-0.5848,-0.4528,-0.3004
Beihai,109.12,21.48,2009,9,2009-09,350.1,171.3,0.9949,0.3904,-0.2086,-0.2301,1.0163,0.3425,0.0191,-0.1287
Beihai,109.12,21.48,2009,10,2009-10,110.67,124.31,-0.0027,0.3997,-0.2799,-0.3591,-0.0036,0.4536,-0.0037,-0.1937
Beihai,109.12,21.48,2009,11,2009-11,23.7,47.0,-0.6102,0.3237,-0.3649,-0.5461,0.1168,0.3419,-0.1397,-0.3435
Beihai,109.12,21.48,2009,12,2009-12,20.15,36.07,0.0039,-0.425,0.0115,-0.5369,0.08,-0.3358,0.0733,-0.3079
Beihai,109.12,21.48,2010,1,2010-01,68.51,32.9,0.7114,-0.0875,0.223,-0.3197,0.7783,0.2766,0.2038,-0.1118
Beihai,109.12,21.48,2010,2,2010-02,10.64,42.43,-1.0156,-0.2015,0.2018,-0.3268,-0.793,-0.0001,0.1773,-0.058
Beihai,109.12,21.48,2010,3,2010-03,4.65,64.68,-3.0612,-0.932,-1.0673,-0.5575,-1.7559,-0.9017,-0.7743,-0.3067
Beihai,109.12,21.48,2010,4,2010-04,136.8,97.26,1.0666,-0.4263,-0.5557,-0.4115,1.2685,-0.0437,0.1755,-0.0755
Beihai,109.12,21.48,2010,5,2010-05,68.51,175.66,-1.533,-1.1748,-1.1461,-0.6711,-1.6505,-0.7366,-0.9672,-0.4243
Beihai,109.12,21.48,2010,6,2010-06,215.1,188.91,-0.5088,-0.7921,-1.1055,-0.6242,-0.1903,-0.4481,-0.7286,-0.4416
Beihai,109.12,21.48,2010,7,2010-07,192.82,212.87,-1.1829,-1.5207,-1.8062,-0.9449,-1.0618,-1.2801,-1.5042,-0.8455
Beihai,109.12,21.48,2010,8,2010-08,377.27,187.9,0.035,-0.9151,-1.3397,-0.8268,-0.0614,-0.6735,-1.0469,-0.7073
Beihai,109.12,21.48,2010,9,2010-09,336.3,165.55,0.8933,-0.0901,-0.5431,-0.871,0.9498,-0.074,-0.2965,-0.6869
Beihai,109.12,21.48,2010,10,2010-10,98.27,97.63,-0.1347,0.3133,-0.7621,-0.94,0.1287,0.5622,-0.4756,-0.6473
Beihai,109.12,21.48,2010,11,2010-11,4.5,56.46,-1.7114,0.0891,-0.5784,-1.0331,-1.0652,0.2294,-0.2659,-0.7632
Beihai,109.12,21.48,2010,12,2010-12,21.7,37.84,0.0696,-0.7279,-0.445,-0.9279,0.072,-0.4513,-0.2647,-0.6354
Beihai,109.12,21.48,2011,1,2011-01,7.44,11.9,-0.9719,-1.3935,-0.2267,-1.1394,0.1174,-0.6443,0.0091,-0.7716
Beihai,109.12,21.48,2011,2,2011-02,35.56,31.52,0.1427,-0.9312,-0.1851,-1.1041,0.4667,-0.0763,0.0577,-0.7187
Beihai,109.12,21.48,2011,3,2011-03,59.21,41.4,0.2363,-0.561,-1.1808,-0.8978,1.1357,0.5694,-0.2901,-0.4089
Beihai,109.12,21.48,2011,4,2011-04,23.4,102.12,-2.1211,-1.0307,-1.9377,-1.2582,-1.343,-0.1181,-2.0934,-0.8598
Beihai,109.12,21.48,2011,5,2011-05,179.18,150.0,0.1954,-0.5485,-0.9739,-0.8071,0.5314,0.2524,0.0664,-0.2405
Beihai,109.12,21.48,2011,6,2011-06,304.8,195.6,0.2564,-0.2067,-0.439,-0.6632,0.4068,0.1536,0.2292,-0.1594
Beihai,109.12,21.48,2011,7,2011-07,214.21,203.82,-0.9066,-0.2702,-0.6837,-0.6328,-0.6856,-0.0832,-0.1195,-0.1647
Beihai,109.12,21.48,2011,8,2011-08,221.65,192.11,-2.0486,-1.1652,-1.3033,-1.0603,-1.656,-0.9666,-0.847,-0.6468
Beihai,109.12,21.48,2011,9,2011-09,197.1,157.85,-0.3322,-1.8343,-1.2947,-1.5144,-0.3025,-1.5899,-0.9845,-0.9822
Beihai,109.12,21.48,2011,10,2011-10,164.3,103.97,0.4746,-0.9518,-0.7868,-1.3315,0.5835,-0.7493,-0.3985,-0.8279
Beihai,109.12,21.48,2011,11,2011-11,60.6,77.37,0.2583,-0.0033,-0.7913,-1.1804,0.2451,0.0397,-0.5736,-0.735
Beihai,109.12,21.48,2011,12,2011-12,25.42,23.86,0.215,0.3295,-1.0721,-1.0635,0.5726,0.3525,-0.8651,-0.5468
Beihai,109.12,21.48,2012,1,2012-01,52.39,19.75,0.4431,0.19,-0.8601,-0.9204,0.7441,0.4435,-0.6613,-0.3868
Beihai,109.12,21.48,2012,2,2012-02,23.49,28.68,-0.3022,-0.1651,-0.087,-1.0083,0.2611,0.5144,0.0979,-0.4746
Beihai,109.12,21.48,2012,3,2012-03,40.92,65.56,-0.4005,-0.2985,-0.0107,-1.058,-0.2745,0.4126,0.3304,-0.643
Beihai,109.12,21.48,2012,4,2012-04,79.2,124.58,-0.114,-0.568,-0.3795,-0.8376,-0.2741,-0.4362,0.1581,-0.4671
Beihai,109.12,21.48,2012,5,2012-05,264.74,193.9,1.0658,0.6588,0.3873,-0.5247,0.8527,0.5117,0.584,-0.2563
Beihai,109.12,21.48,2012,6,2012-06,312.3,189.94,0.3131,0.6554,0.4555,-0.6113,0.4846,0.5811,0.5373,-0.4155
Beihai,109.12,21.48,2012,7,2012-07,293.26,199.86,-0.0246,0.5244,0.3212,-0.3906,0.1301,0.4795,0.3892,-0.2363
Beihai,109.12,21.48,2012,8,2012-08,447.02,193.45,0.7792,0.4149,0.6031,0.2936,0.7676,0.5569,0.5386,0.3356
Beihai,109.12,21.48,2012,9,2012-09,147.3,149.96,-0.9157,-0.1976,0.2469,0.1312,-0.7962,-0.051,0.3591,0.2628
Beihai,109.12,21.48,2012,10,2012-10,226.3,123.81,0.9111,0.3568,0.5239,0.292,0.8443,0.531,0.6726,0.4135
Beihai,109.12,21.48,2012,11,2012-11,119.4,70.76,1.0717,0.3661,0.4288,0.4515,1.0772,0.3745,0.5912,0.5761
Beihai,109.12,21.48,2012,12,2012-12,20.15,34.84,0.0039,1.015,0.3952,0.493,0.1238,0.896,0.463,0.6062
Beihai,109.12,21.48,2013,1,2013-01,27.9,23.05,-0.1015,0.4606,0.4287,0.5134,0.3326,0.5925,0.4642,0.6238
Beihai,109.12,21.48,2013,2,2013-02,13.16,44.86,-0.839,-1.0189,0.0632,0.5003,-0.786,-0.7429,0.076,0.6007
Beihai,109.12,21.48,2013,3,2013-03,73.16,85.66,0.6376,-0.3432,0.7245,0.5817,0.1602,-0.2602,0.5906,0.6051
Beihai,109.12,21.48,2013,4,2013-04,171.6,102.9,1.6265,1.0119,0.8385,0.8162,1.6554,0.9933,0.9296,0.8876
Beihai,109.12,21.48,2013,5,2013-05,149.11,166.81,-0.1762,0.7364,0.1489,0.4044,0.0887,0.7835,0.3854,0.6288
Beihai,109.12,21.48,2013,6,2013-06,198.6,192.34,-0.6723,-0.1318,-0.2986,0.1079,-0.3776,0.1409,-0.0503,0.2961
Beihai,109.12,21.48,2013,7,2013-07,485.46,193.17,1.5992,0.3625,0.6782,0.659,1.5045,0.4571,0.7457,0.7879
Beihai,109.12,21.48,2013,8,2013-08,341.0,191.3,-0.3889,0.2893,0.5305,0.3275,-0.5068,0.4804,0.6023,0.3679
Beihai,109.12,21.48,2013,9,2013-09,309.9,156.47,0.6911,1.119,0.6253,0.7191,0.8034,1.2362,0.816,0.7836
Beihai,109.12,21.48,2013,10,2013-10,19.53,105.66,-1.5522,-0.4348,-0.0455,0.1718,-1.0716,-0.1437,0.323,0.3607
Beihai,109.12,21.48,2013,11,2013-11,262.8,62.61,2.3145,0.8276,0.6341,0.5613,2.1452,0.9274,0.8153,0.7331
Beihai,109.12,21.48,2013,12,2013-12,137.95,18.8,2.4041,1.2894,1.3935,0.9147,2.1333,1.4024,1.4842,1.0567
Beihai,109.12,21.48,2014,1,2014-01,1.24,24.51,-1.8162,1.9698,0.7872,0.9599,-3.09,1.7417,0.9606,1.0833
Beihai,109.12,21.48,2014,2,2014-02,16.24,26.75,-0.6542,0.6775,0.8961,1.0056,0.1239,0.9835,1.0701,1.1964
Beihai,109.12,21.48,2014,3,2014-03,47.43,64.97,-0.1551,-1.3778,0.755,0.9132,-0.0166,-0.6381,0.9875,1.1696
Beihai,109.12,21.48,2014,4,2014-04,128.4,121.88,0.9181,0.1779,1.9639,0.7655,0.7654,0.4119,1.715,1.0318
Beihai,109.12,21.48,2014,5,2014-05,99.51,181.28,-0.9212,-0.399,-0.0452,0.5211,-0.8518,-0.3238,0.357,0.8094
Beihai,109.12,21.48,2014,6,2014-06,385.5,208.6,0.8245,0.422,-0.0454,1.0896,0.7765,0.3658,0.107,1.2434
Beihai,109.12,21.48,2014,7,2014-07,349.99,212.65,0.5134,0.3706,0.3833,0.7174,0.4849,0.265,0.3874,0.8619
Beihai,109.12,21.48,2014,8,2014-08,496.0,190.1,1.2571,1.1828,0.8698,1.0601,1.5944,1.0538,0.7574,1.1699
Beihai,109.12,21.48,2014,9,2014-09,271.5,168.95,0.3757,1.0262,0.8704,0.9192,0.3447,0.9926,0.802,0.9734
Beihai,109.12,21.48,2014,10,2014-10,73.47,126.66,-0.4382,0.4564,0.4801,1.0605,-0.46,0.539,0.551,1.0656
Beihai,109.12,21.48,2014,11,2014-11,45.3,73.91,-0.0378,-0.182,0.6467,0.5079,-0.002,-0.3014,0.6458,0.5413
Beihai,109.12,21.48,2014,12,2014-12,66.03,24.15,1.2789,-0.1587,0.5661,0.3709,1.2747,-0.2366,0.5438,0.4335
Beihai,109.12,21.48,2015,1,2015-01,57.04,28.69,0.5255,0.4687,0.521,0.6105,0.6925,0.6109,0.4841,0.6335
Beihai,109.12,21.48,2015,2,2015-02,17.64,41.54,-0.5785,0.4707,-0.0491,0.6364,-0.3332,0.6767,-0.1065,0.6441
Beihai,109.12,21.48,2015,3,2015-03,21.7,84.29,-1.3381,-0.6731,-0.6799,0.5476,-1.8796,-1.0604,-0.6743,0.5033
Beihai,109.12,21.48,2015,4,2015-04,23.7,118.69,-2.1034,-2.3512,-0.9098,0.2298,-2.2905,-3.09,-3.09,0.2718
Beihai,109.12,21.48,2015,5,2015-05,118.73,199.48,-0.6074,-1.8253,-1.1913,0.2185,-0.8299,-3.09,-3.09,0.2644
Beihai,109.12,21.48,2015,6,2015-06,211.5,215.52,-0.5437,-1.2982,-1.4839,-0.3034,-0.4856,-1.7367,-2.2367,-0.4406
Beihai,109.12,21.48,2015,7,2015-07,443.92,198.55,1.2899,0.095,-0.5705,-0.0371,1.2246,-0.0327,-0.6805,-0.1779
Beihai,109.12,21.48,2015,8,2015-08,185.69,196.59,-2.6694,-0.6143,-1.2894,-0.9631,-1.9942,-0.4768,-1.3551,-1.0746
Beihai,109.12,21.48,2015,9,2015-09,225.9,166.44,-0.0398,-0.3846,-1.0071,-1.106,-0.0848,-0.3274,-1.1097,-1.2023
