station,longitude,latitude,year,month,date,月降水量_mm,月PET_mm,SPI_1m,SPI_3m,SPI_6m,SPI_12m,SPEI_1m,SPEI_3m,SPEI_6m,SPEI_12m
Guilin,110.3,25.28,2022,5,2022-05,456.63,90.03,1.7827,1.6588,1.7265,0.6648,1.7458,1.5701,1.6177,0.7721
Guilin,110.3,25.28,2022,6,2022-06,627.9,130.78,1.7237,2.4954,2.2341,1.6036,1.5905,2.06,1.8418,1.43
Guilin,110.3,25.28,2022,7,2022-07,137.95,148.31,-0.4107,1.5073,1.5763,1.344,-0.319,1.502,1.4635,1.2648
Guilin,110.3,25.28,2022,8,2022-08,60.76,146.44,-1.2242,0.4656,1.197,1.2511,-1.34,0.4888,1.1652,1.1875
Guilin,110.3,25.28,2022,9,2022-09,6.6,115.02,-2.7576,-1.7626,1.0941,1.0704,-2.5384,-1.7966,1.0926,1.0706
Guilin,110.3,25.28,2022,10,2022-10,8.06,70.36,-1.6642,-2.3808,0.5109,0.8494,-1.6241,-2.1046,0.6074,0.8654
Guilin,110.3,25.28,2022,11,2022-11,72.6,51.9,0.0839,-1.6453,-0.2521,0.7049,-0.144,-3.09,-0.2155,0.6461
Guilin,110.3,25.28,2022,12,2022-12,22.94,9.2,-0.6427,-0.924,-1.7485,0.7719,-0.2964,-3.09,-1.8553,0.7515
Guilin,110.3,25.28,2023,1,2023-01,16.74,13.77,-1.4867,-1.0256,-2.2725,0.5678,-1.4297,-1.5222,-3.09,0.6092
Guilin,110.3,25.28,2023,2,2023-02,67.48,22.13,0.0249,-1.4282,-2.181,0.3678,-0.2563,-1.2654,-3.09,0.3859
Guilin,110.3,25.28,2023,3,2023-03,132.68,50.49,0.0439,-0.8098,-1.2194,0.4877,-0.1457,-1.0086,-3.09,0.5106
Guilin,110.3,25.28,2023,4,2023-04,188.4,80.28,-0.0382,-0.1673,-0.7788,0.0049,-0.1517,-0.3008,-1.0698,0.0884
Guilin,110.3,25.28,2023,5,2023-05,344.72,117.6,0.6612,0.2747,-0.3062,-0.34,0.6134,0.213,-0.3736,-0.2887
Guilin,110.3,25.28,2023,6,2023-06,341.4,137.61,-0.5512,-0.1578,-0.4141,-1.3148,-0.5315,-0.1052,-0.4132,-1.8476
Guilin,110.3,25.28,2023,7,2023-07,55.49,154.64,-1.5897,-0.8436,-0.7264,-1.4792,-1.8471,-0.8914,-0.8143,-1.7145
Guilin,110.3,25.28,2023,8,2023-08,139.5,144.24,0.2204,-1.1414,-0.7157,-1.308,0.121,-1.2243,-0.864,-1.5005
Guilin,110.3,25.28,2023,9,2023-09,77.4,116.19,-0.0943,-1.1023,-0.8403,-1.1112,-0.2692,-1.1942,-1.0084,-1.3965
Guilin,110.3,25.28,2023,10,2023-10,33.79,78.9,-0.3459,-0.1526,-0.9189,-1.0918,-0.6164,-0.4001,-1.1715,-1.4466
Guilin,110.3,25.28,2023,11,2023-11,68.4,42.63,0.0178,-0.3934,-1.2487,-1.0907,-0.0594,-0.48,-1.7953,-1.3037
Guilin,110.3,25.28,2023,12,2023-12,25.73,19.08,-0.509,-0.5594,-1.1046,-1.0474,-0.6354,-0.7471,-1.2808,-1.3533
Guilin,110.3,25.28,2024,1,2024-01,181.04,15.84,1.9613,0.812,0.3037,-0.4653,2.2867,0.6992,0.1066,-0.7187
Guilin,110.3,25.28,2024,2,2024-02,71.05,15.5,0.1082,1.306,0.2972,-0.4721,-0.0088,1.2595,0.1873,-0.7286
Guilin,110.3,25.28,2024,3,2024-03,104.16,51.58,-0.5281,0.9887,0.183,-0.5762,-0.747,0.8517,0.1498,-0.8339
Guilin,110.3,25.28,2024,4,2024-04,389.4,93.65,1.7425,1.2319,1.2836,0.114,1.5748,1.0402,1.0303,0.0047
Guilin,110.3,25.28,2024,5,2024-05,259.16,106.81,-0.3718,0.8964,1.2377,-0.1427,-0.228,0.762,1.0118,-0.1299
Guilin,110.3,25.28,2024,6,2024-06,642.3,133.23,1.818,2.0188,1.9111,0.7333,1.6589,1.6299,1.526,0.5881
Guilin,110.3,25.28,2024,7,2024-07,230.95,151.98,0.4155,1.121,1.3547,1.0974,0.4176,1.0373,1.1702,0.8834
Guilin,110.3,25.28,2024,8,2024-08,125.55,144.93,0.0156,1.2451,1.389,1.122,-0.0985,1.1051,1.2136,0.8925
Guilin,110.3,25.28,2024,9,2024-09,55.5,120.29,-0.5653,-0.0256,1.4724,1.0993,-0.8505,-0.1538,1.2596,0.8829
Guilin,110.3,25.28,2024,10,2024-10,77.19,65.49,0.706,-0.0866,0.8997,1.2643,0.7423,-0.2615,0.8434,1.0539
Guilin,110.3,25.28,2024,11,2024-11,8.1,40.95,-1.7501,-0.8461,0.7209,1.0933,-2.0336,-0.8367,0.6744,0.8907
Guilin,110.3,25.28,2024,12,2024-12,20.77,13.12,-0.755,-0.8846,-0.411,1.121,-0.5808,-0.7745,-0.4746,0.9469
Guilin,110.3,25.28,2025,1,2025-01,43.71,16.52,-0.3989,-1.7525,-0.9571,0.8065,-0.7261,-2.812,-1.1452,0.6857
Guilin,110.3,25.28,2025,2,2025-02,68.04,13.44,0.0381,-0.8893,-1.2727,0.8275,-0.0317,-0.91,-1.7462,0.7157
Guilin,110.3,25.28,2025,3,2025-03,84.94,40.06,-0.9772,-1.1312,-1.399,0.772,-0.9148,-1.0754,-2.6287,0.6878
Guilin,110.3,25.28,2025,4,2025-04,172.2,83.31,-0.2297,-0.7752,-1.5921,-0.0292,-0.3724,-0.7865,-3.09,0.0502
Guilin,110.3,25.28,2025,5,2025-05,403.0,108.25,1.2707,0.2324,-0.177,0.4438,1.2099,0.2925,-0.1133,0.5486
Guilin,110.3,25.28,2025,6,2025-06,461.4,132.7,0.5146,0.7571,0.2429,-0.14,0.5037,0.7618,0.3789,-0.1067
Guilin,110.3,25.28,2025,7,2025-07,108.5,159.31,-0.7522,0.3841,-0.0488,-0.488,-0.8051,0.2987,0.0201,-0.543
Guilin,110.3,25.28,2025,8,2025-08,283.03,140.71,1.8075,0.5912,0.5387,-0.0494,1.8248,0.566,0.486,-0.1224
Guilin,110.3,25.28,2025,9,2025-09,78.9,117.9,-0.0656,0.3513,0.7244,0.0139,-0.2734,0.2079,0.5993,-0.0155
Guilin,110.3,25.28,2025,10,2025-10,40.3,78.83,-0.1444,0.9813,0.8358,-0.1219,-0.3837,0.7996,0.7445,-0.1925
Guilin,110.3,25.28,2025,11,2025-11,84.6,32.16,0.2594,-0.1442,0.38,0.1326,0.3215,-0.1429,0.3789,0.019
Guilin,110.3,25.28,2025,12,2025-12,48.98,24.25,0.3361,0.0163,0.2225,0.2596,0.0922,0.1243,0.0556,0.1423
Hechi,108.06,24.7,2005,1,2005-01,42.16,7.6,0.0568,,,,0.0115,,,
Hechi,108.06,24.7,2005,2,2005-02,26.88,18.05,-0.3247,,,,-0.1626,,,
Hechi,108.06,24.7,2005,3,2005-03,68.82,41.35,0.0785,-0.3659,,,0.2882,0.1323,,
Hechi,108.06,24.7,2005,4,2005-04,133.5,89.28,0.6161,0.1069,,,0.4786,0.3888,,
Hechi,108.06,24.7,2005,5,2005-05,203.98,146.35,-0.3832,-0.0896,,,-0.7788,-0.159,,
Hechi,108.06,24.7,2005,6,2005-06,493.5,147.12,1.7463,1.152,0.7877,,1.5353,0.9436,0.7762,
Hechi,108.06,24.7,2005,7,2005-07,115.01,158.49,-1.2406,0.2803,0.2429,,-1.1606,0.05,0.2151,
Hechi,108.06,24.7,2005,8,2005-08,140.12,144.28,-0.3533,0.2108,0.0987,,-0.4632,0.1932,0.0383,
Hechi,108.06,24.7,2005,9,2005-09,56.1,117.74,-1.4906,-1.7329,-0.3522,,-3.09,-1.5333,-0.4127,
Hechi,108.06,24.7,2005,10,2005-10,30.69,75.65,-1.1424,-1.37,-0.6903,,-1.0413,-1.246,-0.7017,
Hechi,108.06,24.7,2005,11,2005-11,38.4,44.87,-0.2652,-1.55,-0.7315,,-0.2334,-1.7172,-0.5894,
Hechi,108.06,24.7,2005,12,2005-12,43.4,12.45,0.7216,-0.6803,-1.7162,-0.5802,0.839,-0.5806,-1.5719,-0.5391
Hechi,108.06,24.7,2006,1,2006-01,16.74,14.97,-1.0046,-0.645,-1.4053,-0.7128,-1.1017,-0.6759,-1.2479,-0.6537
Hechi,108.06,24.7,2006,2,2006-02,65.24,20.35,0.9704,0.2059,-1.2587,-0.5599,0.9513,0.1734,-1.1393,-0.5183
Hechi,108.06,24.7,2006,3,2006-03,27.9,48.82,-1.2376,-0.9819,-1.2121,-0.7512,-1.0869,-0.7205,-1.0161,-0.8079
Hechi,108.06,24.7,2006,4,2006-04,115.8,100.72,0.1605,-0.231,-0.7358,-0.829,-0.3364,-0.2578,-0.7356,-0.8867
Hechi,108.06,24.7,2006,5,2006-05,208.63,122.86,-0.3001,-0.7984,-0.5099,-0.8265,-0.298,-0.8574,-0.5065,-0.7864
Hechi,108.06,24.7,2006,6,2006-06,286.5,142.47,-0.5426,-0.4987,-0.7139,-1.6016,-0.3893,-0.417,-0.6256,-1.3923
Hechi,108.06,24.7,2006,7,2006-07,268.77,157.85,0.7255,-0.0514,-0.1427,-0.8805,0.6112,-0.0796,-0.1089,-0.9672
Hechi,108.06,24.7,2006,8,2006-08,189.41,142.98,0.2793,0.183,-0.2048,-0.7766,0.1972,0.2108,-0.2004,-0.8392
Hechi,108.06,24.7,2006,9,2006-09,71.1,102.93,-1.1366,0.0009,-0.3624,-0.7603,-0.6731,0.1047,-0.2509,-0.7061
Hechi,108.06,24.7,2006,10,2006-10,77.5,90.53,0.1733,-0.3916,-0.369,-0.5716,-0.1964,-0.4668,-0.1949,-0.5392
Hechi,108.06,24.7,2006,11,2006-11,59.7,43.39,0.2474,-0.5775,-0.2864,-0.4601,0.316,-0.465,-0.082,-0.4436
Hechi,108.06,24.7,2006,12,2006-12,7.75,16.93,-1.2148,-0.1834,-0.1224,-0.5703,-1.1857,-0.3636,-0.0568,-0.5356
Hechi,108.06,24.7,2007,1,2007-01,38.13,9.3,-0.0736,-0.5074,-0.5496,-0.4937,-0.1776,-0.4602,-0.5972,-0.3639
Hechi,108.06,24.7,2007,2,2007-02,51.52,39.71,0.5868,-0.4365,-0.7508,-0.5725,-0.0589,-0.7331,-0.767,-0.5595
Hechi,108.06,24.7,2007,3,2007-03,52.08,55.58,-0.3672,-0.2876,-0.4413,-0.4652,-0.5147,-0.4753,-0.7478,-0.5748
Hechi,108.06,24.7,2007,4,2007-04,119.7,69.61,0.2647,0.0106,-0.455,-0.4485,0.6445,0.0624,-0.2103,-0.3189
Hechi,108.06,24.7,2007,5,2007-05,206.77,121.11,-0.3332,-0.4456,-0.5267,-0.4762,-0.2999,-0.1219,-0.4498,-0.3602
Hechi,108.06,24.7,2007,6,2007-06,283.8,146.28,-0.5789,-0.5043,-0.5077,-0.4245,-0.4785,-0.176,-0.3461,-0.5028
Hechi,108.06,24.7,2007,7,2007-07,226.92,155.84,0.2887,-0.3817,-0.3285,-0.5556,0.0959,-0.3827,-0.2588,-0.7386
Hechi,108.06,24.7,2007,8,2007-08,312.48,149.16,1.4845,0.7191,0.3367,-0.1521,1.7683,0.6738,0.4144,-0.3363
Hechi,108.06,24.7,2007,9,2007-09,154.8,99.37,0.2199,1.0098,0.4405,0.1477,0.5271,1.0424,0.6315,0.1235
Hechi,108.06,24.7,2007,10,2007-10,8.68,71.59,-2.4756,0.5548,0.08,-0.1226,-1.6981,0.5968,0.2944,-0.015
Hechi,108.06,24.7,2007,11,2007-11,18.3,31.46,-0.9875,-0.8524,-0.0073,-0.2655,-0.4779,-0.3887,0.2877,-0.1299
Hechi,108.06,24.7,2007,12,2007-12,37.82,21.17,0.5253,-1.6378,0.3238,-0.1161,0.4738,-1.3116,0.4474,0.035
Hechi,108.06,24.7,2008,1,2008-01,47.12,5.25,0.2062,-0.5524,0.2585,-0.0495,0.2498,-0.2722,0.301,0.192
Hechi,108.06,24.7,2008,2,2008-02,53.94,7.26,0.6589,0.4817,-0.624,-0.0461,1.0002,0.7271,-0.1347,0.311
Hechi,108.06,24.7,2008,3,2008-03,88.66,53.18,0.5205,0.5819,-0.8101,0.1146,0.4671,0.882,-0.4189,0.3354
Hechi,108.06,24.7,2008,4,2008-04,88.2,86.96,-0.6538,0.1327,-0.3891,-0.0282,-0.7192,0.4288,0.2142,0.2494
Hechi,108.06,24.7,2008,5,2008-05,249.86,114.9,0.388,0.1621,0.2822,0.1332,0.5028,0.3388,0.5069,0.3975
Hechi,108.06,24.7,2008,6,2008-06,327.9,135.38,-0.013,-0.0529,0.139,0.2777,0.1944,0.2331,0.4638,0.3849
Hechi,108.06,24.7,2008,7,2008-07,326.43,150.86,1.2597,0.8721,0.7394,0.5767,1.5842,0.9868,0.9149,0.6845
Hechi,108.06,24.7,2008,8,2008-08,270.94,139.48,1.1192,1.3678,1.0612,0.4482,1.3336,1.4685,1.1922,0.6086
Hechi,108.06,24.7,2008,9,2008-09,116.1,118.21,-0.3207,1.1169,0.7846,0.3079,-0.1262,1.1224,0.9179,0.5071
Hechi,108.06,24.7,2008,10,2008-10,106.02,80.4,0.7143,0.6587,1.0032,0.6528,0.5682,0.5909,1.0591,0.8215
Hechi,108.06,24.7,2008,11,2008-11,138.9,30.75,1.4701,0.664,1.3566,1.0503,1.4717,0.6816,1.2808,1.1933
Hechi,108.06,24.7,2008,12,2008-12,10.54,16.55,-0.9363,1.0896,1.3023,1.0058,-0.6494,1.0444,1.2302,1.1521
Hechi,108.06,24.7,2009,1,2009-01,11.16,9.2,-1.3905,0.3983,0.6493,1.0158,-1.0948,0.6366,0.6262,1.1212
Hechi,108.06,24.7,2009,2,2009-02,10.64,44.87,-1.3486,-2.7279,-0.0591,0.865,-2.121,-2.0601,-0.0752,0.9087
Hechi,108.06,24.7,2009,3,2009-03,75.95,42.59,0.2461,-1.2828,0.241,0.8291,0.4207,-1.3681,0.1739,0.8731
Hechi,108.06,24.7,2009,4,2009-04,74.7,82.63,-1.1168,-1.1237,-0.5453,0.7551,-0.9714,-1.2865,-0.1969,0.8518
Hechi,108.06,24.7,2009,5,2009-05,156.55,114.66,-1.3157,-1.45,-1.9851,0.361,-1.0556,-1.0661,-1.8263,0.5127
Hechi,108.06,24.7,2009,6,2009-06,293.1,144.73,-0.4549,-1.2585,-1.4091,0.1927,-0.3314,-1.0733,-1.3927,0.1376
Hechi,108.06,24.7,2009,7,2009-07,270.01,154.72,0.7377,-0.366,-0.687,-0.0197,0.6711,-0.309,-0.5828,-0.2716
Hechi,108.06,24.7,2009,8,2009-08,36.27,150.24,-2.5813,-0.9185,-1.2857,-0.9723,-1.8598,-0.8528,-1.0926,-0.9417
Hechi,108.06,24.7,2009,9,2009-09,79.5,125.17,-0.9613,-1.0666,-1.6301,-1.1867,-1.0927,-1.0333,-1.6331,-1.1308
Hechi,108.06,24.7,2009,10,2009-10,33.79,83.28,-1.022,-2.2758,-1.6368,-1.5135,-1.1894,-1.932,-1.9293,-1.4694
Hechi,108.06,24.7,2009,11,2009-11,13.5,29.86,-1.2447,-1.5274,-1.6411,-2.0348,-0.6268,-1.6784,-2.159,-1.9508
Hechi,108.06,24.7,2009,12,2009-12,10.85,16.45,-0.9089,-1.809,-1.5666,-2.0166,-0.6061,-1.6156,-1.4641,-2.0478
Hechi,108.06,24.7,2010,1,2010-01,81.22,16.23,1.0248,-0.5076,-2.0235,-1.818,0.9827,-0.3173,-1.6745,-2.2666
Hechi,108.06,24.7,2010,2,2010-02,5.32,27.12,-1.9685,-0.4368,-1.5297,-1.8927,-1.4333,-0.6142,-1.5987,-2.1932
Hechi,108.06,24.7,2010,3,2010-03,6.82,50.44,-2.7479,-1.3981,-2.2682,-2.285,-2.1083,-1.4159,-1.8856,-1.9461
Hechi,108.06,24.7,2010,4,2010-04,126.9,72.29,0.4512,-1.6037,-1.6466,-1.9777,0.7724,-1.3419,-3.09,-2.016
Hechi,108.06,24.7,2010,5,2010-05,203.05,126.96,-0.4,-1.0163,-0.9392,-1.7543,-0.4614,-0.7456,-0.8168,-1.7807
Hechi,108.06,24.7,2010,6,2010-06,344.7,125.87,0.1891,0.0152,-0.4041,-1.3034,0.4668,0.3709,-0.1013,-1.1199
Hechi,108.06,24.7,2010,7,2010-07,176.08,157.22,-0.3212,-0.3358,-0.7986,-1.6116,-0.5116,-0.2554,-0.5457,-1.3061
Hechi,108.06,24.7,2010,8,2010-08,108.19,142.04,-0.8495,-0.6807,-0.9347,-1.4436,-0.8458,-0.4616,-0.6803,-1.2003
Hechi,108.06,24.7,2010,9,2010-09,171.0,115.52,0.4192,-0.5211,-0.4152,-1.1074,0.5277,-0.4386,-0.1529,-0.9295
Hechi,108.06,24.7,2010,10,2010-10,44.64,63.47,-0.6542,-0.5028,-0.6471,-1.0636,-0.3309,-0.4583,-0.3258,-0.7785
Hechi,108.06,24.7,2010,11,2010-11,23.7,34.79,-0.7523,-0.2847,-0.7635,-0.9784,-0.3946,0.0013,-0.3183,-0.7371
Hechi,108.06,24.7,2010,12,2010-12,78.43,18.3,1.6861,-0.1579,-0.533,-0.6714,1.3856,0.098,-0.3037,-0.4185
Hechi,108.06,24.7,2011,1,2011-01,22.63,1.92,-0.6893,-0.1617,-0.5171,-0.9668,-0.4494,0.1493,-0.4076,-0.5596
Hechi,108.06,24.7,2011,2,2011-02,17.92,22.11,-0.8057,0.0681,-0.3217,-0.9351,-0.6507,0.1546,-0.0169,-0.5157
Hechi,108.06,24.7,2011,3,2011-03,83.08,27.33,0.4035,-0.6673,-0.6243,-0.5861,0.8833,0.155,-0.0633,-0.2077
Hechi,108.06,24.7,2011,4,2011-04,71.7,79.5,-1.2274,-0.8951,-0.8719,-0.8371,-0.9676,-0.1761,0.042,-0.3473
Hechi,108.06,24.7,2011,5,2011-05,164.3,108.3,-1.1512,-1.2724,-0.8996,-1.0372,-0.8072,-0.4976,-0.2976,-0.4768
Hechi,108.06,24.7,2011,6,2011-06,310.8,148.21,-0.226,-1.0538,-1.06,-1.0451,-0.1507,-0.7475,-0.5346,-0.7485
Hechi,108.06,24.7,2011,7,2011-07,52.08,157.98,-2.675,-1.9117,-1.884,-1.4827,-1.7477,-1.5584,-1.5073,-1.1145
Hechi,108.06,24.7,2011,8,2011-08,71.3,144.28,-1.5724,-2.4195,-2.2747,-1.7977,-1.3442,-2.1495,-1.8654,-1.2724
Hechi,108.06,24.7,2011,9,2011-09,179.1,112.32,0.5142,-1.8181,-2.0013,-1.8463,0.6283,-1.5561,-1.926,-1.391
Hechi,108.06,24.7,2011,10,2011-10,172.98,67.43,1.6889,0.2189,-1.17,-1.2573,1.7475,0.2083,-0.9437,-0.8757
Hechi,108.06,24.7,2011,11,2011-11,41.1,50.89,-0.1908,0.8781,-1.0056,-1.1345,-0.346,0.8461,-0.8747,-0.8443
Hechi,108.06,24.7,2011,12,2011-12,9.92,11.06,-0.993,0.772,-1.0002,-1.4091,-0.2555,0.757,-0.7995,-1.0625
Hechi,108.06,24.7,2012,1,2012-01,90.52,5.9,1.2075,0.1123,0.1798,-1.1853,1.5817,0.2103,0.1443,-0.7943
Hechi,108.06,24.7,2012,2,2012-02,23.78,14.35,-0.4762,0.1813,0.7611,-1.1896,-0.1415,0.4794,0.8385,-0.7712
Hechi,108.06,24.7,2012,3,2012-03,52.39,47.27,-0.3581,0.1856,0.5881,-1.3509,-0.2696,0.5546,0.7272,-1.0183
Hechi,108.06,24.7,2012,4,2012-04,86.4,95.36,-0.7125,-1.0976,-0.7812,-1.266,-0.9994,-0.9265,-0.4523,-1.0095
Hechi,108.06,24.7,2012,5,2012-05,247.69,133.23,0.3537,-0.3421,-0.202,-0.8889,0.1748,-0.405,-0.0969,-0.7548
Hechi,108.06,24.7,2012,6,2012-06,352.8,141.32,0.2843,0.1101,0.1264,-0.6059,0.3932,0.1521,0.2767,-0.6049
Hechi,108.06,24.7,2012,7,2012-07,205.84,153.33,0.0482,0.239,-0.1653,-0.0224,-0.128,0.1673,-0.0856,-0.2676
Hechi,108.06,24.7,2012,8,2012-08,84.32,146.52,-1.2922,-0.5709,-0.5727,-0.0052,-1.2076,-0.4761,-0.5638,-0.128
Hechi,108.06,24.7,2012,9,2012-09,105.3,99.27,-0.4931,-0.9868,-0.6636,-0.3097,-0.0126,-0.7407,-0.5493,-0.2037
Hechi,108.06,24.7,2012,10,2012-10,56.11,78.53,-0.3285,-1.1839,-0.6242,-0.7916,-0.4175,-1.0224,-0.4146,-0.6538
Hechi,108.06,24.7,2012,11,2012-11,71.7,38.83,0.4827,-0.3413,-0.7185,-0.6339,0.5986,-0.069,-0.3837,-0.476
Hechi,108.06,24.7,2012,12,2012-12,41.54,15.45,0.6581,0.1422,-0.7579,-0.4768,0.7258,0.1706,-0.5073,-0.3052
Hechi,108.06,24.7,2013,1,2013-01,25.73,11.32,-0.5466,0.0718,-0.9535,-0.7739,-0.6635,0.2055,-0.8269,-0.5435
Hechi,108.06,24.7,2013,2,2013-02,23.8,30.8,-0.4752,-0.5988,-0.5947,-0.7971,-0.765,-0.6936,-0.3824,-0.6699
Hechi,108.06,24.7,2013,3,2013-03,79.05,66.36,0.3157,-0.5599,-0.319,-0.6784,-0.0695,-0.8519,-0.4959,-0.7033
Hechi,108.06,24.7,2013,4,2013-04,91.5,80.76,-0.548,-0.4882,-0.3983,-0.6525,-0.4568,-0.6893,-0.2785,-0.5275
Hechi,108.06,24.7,2013,5,2013-05,275.28,123.19,0.7752,0.3904,0.0332,-0.5474,0.7712,0.3807,-0.0497,-0.4005
Hechi,108.06,24.7,2013,6,2013-06,194.4,142.23,-1.9431,-0.9257,-0.9252,-1.1206,-2.2077,-0.7038,-0.9063,-1.015
Hechi,108.06,24.7,2013,7,2013-07,134.85,154.72,-0.9112,-1.2507,-1.2065,-1.337,-0.9231,-1.0958,-1.1945,-1.1857
Hechi,108.06,24.7,2013,8,2013-08,238.08,147.72,0.8038,-1.1852,-0.6637,-0.8183,0.7801,-1.0535,-0.6407,-0.8324
Hechi,108.06,24.7,2013,9,2013-09,150.3,105.12,0.1621,-0.0399,-0.6527,-0.678,0.4301,0.0441,-0.4564,-0.661
Hechi,108.06,24.7,2013,10,2013-10,56.73,65.88,-0.3123,0.3609,-0.6368,-0.6801,-0.1101,0.3944,-0.3562,-0.5672
Hechi,108.06,24.7,2013,11,2013-11,100.8,38.62,0.9619,0.2806,-0.7238,-0.5334,0.9931,0.4894,-0.3682,-0.4454
Hechi,108.06,24.7,2013,12,2013-12,73.16,10.41,1.5614,0.8419,0.298,-0.3768,1.4271,0.9436,0.4519,-0.2386
Hechi,108.06,24.7,2014,1,2014-01,11.47,16.95,-1.3657,0.7391,0.5313,-0.4368,-1.3583,0.8275,0.5515,-0.2346
Hechi,108.06,24.7,2014,2,2014-02,42.0,15.02,0.2793,0.2322,0.2295,-0.3716,0.4331,0.3059,0.4621,-0.1178
Hechi,108.06,24.7,2014,3,2014-03,94.24,45.5,0.6328,-0.1695,0.4768,-0.3041,0.7448,0.1224,0.6632,-0.1102
Hechi,108.06,24.7,2014,4,2014-04,118.2,91.71,0.2249,0.5011,0.8331,-0.1911,-0.0188,0.6783,0.9914,0.073
Hechi,108.06,24.7,2014,5,2014-05,191.89,125.62,-0.6056,-0.1143,-0.0194,-0.5781,-0.6293,-0.0081,0.092,-0.3168
Hechi,108.06,24.7,2014,6,2014-06,262.8,149.29,-0.8694,-0.823,-0.7153,-0.2389,-0.8395,-0.7958,-0.5821,-0.2421
Hechi,108.06,24.7,2014,7,2014-07,268.77,157.85,0.7255,-0.3384,-0.1138,0.2308,0.6112,-0.4059,-0.0377,0.0118
Hechi,108.06,24.7,2014,8,2014-08,183.21,143.57,0.2064,-0.0311,-0.0877,0.0197,0.1079,-0.0417,-0.0758,-0.0561
Hechi,108.06,24.7,2014,9,2014-09,235.2,120.39,1.1055,0.9703,0.2304,0.3246,1.0014,0.9106,0.2333,0.3581
Hechi,108.06,24.7,2014,10,2014-10,52.7,82.37,-0.4201,0.5248,0.0853,0.3016,-0.6017,0.3833,0.1463,0.3172
Hechi,108.06,24.7,2014,11,2014-11,110.4,39.42,1.1,0.9111,0.5435,0.3372,1.0949,0.8128,0.5697,0.3334
Hechi,108.06,24.7,2014,12,2014-12,22.01,11.56,-0.1648,0.3361,0.8712,0.1907,0.2741,0.337,0.8011,0.2212
Hechi,108.06,24.7,2015,1,2015-01,57.04,17.83,0.4762,0.7914,0.684,0.4345,0.1636,0.8418,0.5491,0.4896
Hechi,108.06,24.7,2015,2,2015-02,53.2,27.82,0.6371,0.3486,0.8401,0.484,0.3836,0.1223,0.7182,0.4846
Hechi,108.06,24.7,2015,3,2015-03,34.72,52.34,-0.9506,-0.2234,0.0143,0.2465,-0.9687,-0.2828,-0.0978,0.1055
Hechi,108.06,24.7,2015,4,2015-04,44.7,87.77,-2.4092,-1.7521,-0.543,-0.0745,-1.926,-2.1899,-0.3493,-0.052
Hechi,108.06,24.7,2015,5,2015-05,256.99,136.53,0.4991,-1.0214,-0.5969,0.1796,0.2717,-1.1989,-0.7194,0.1236
Hechi,108.06,24.7,2015,6,2015-06,341.7,151.24,0.1535,-0.2327,-0.2745,0.4406,0.1719,-0.2201,-0.3171,0.1952
Hechi,108.06,24.7,2015,7,2015-07,252.34,146.23,0.5598,0.5341,-0.081,0.3495,0.5462,0.4203,-0.0983,-0.0307
Hechi,108.06,24.7,2015,8,2015-08,161.82,140.06,-0.0589,0.2615,-0.2301,0.2715,-0.1263,0.3237,-0.217,0.0211
Hechi,108.06,24.7,2015,9,2015-09,228.3,112.13,1.0381,0.7121,0.353,0.2407,1.0111,0.7938,0.4126,0.184
Hechi,108.06,24.7,2015,10,2015-10,137.33,77.08,1.2079,0.8608,0.922,0.5428,1.1264,0.8874,0.9157,0.5354
Hechi,108.06,24.7,2015,11,2015-11,211.5,45.91,2.2378,1.9254,1.5634,0.883,1.9457,1.6388,1.3663,0.8329
Hechi,108.06,24.7,2015,12,2015-12,109.74,14.87,2.3381,2.7034,1.8486,1.2213,1.8766,2.3545,1.6748,1.1348
Hechi,108.06,24.7,2016,1,2016-01,60.14,11.32,0.5541,2.7401,1.8011,1.3991,0.4736,2.5413,2.0701,1.2408
Hechi,108.06,24.7,2016,2,2016-02,13.34,14.76,-1.1224,1.2798,2.0532,1.2761,-0.5417,1.4857,1.8007,1.2027
Hechi,108.06,24.7,2016,3,2016-03,37.51,44.24,-0.8447,-0.9555,1.9984,1.306,-0.6124,-0.4044,1.9952,1.3123
Hechi,108.06,24.7,2016,4,2016-04,159.3,93.43,1.2138,-0.2102,2.2843,1.6977,1.0929,0.0517,1.8109,1.5348
Hechi,108.06,24.7,2016,5,2016-05,248.31,123.89,0.3635,0.3821,0.7988,1.6445,0.3352,0.4667,0.8819,1.5484
Hechi,108.06,24.7,2016,6,2016-06,328.2,146.79,-0.0093,0.4788,0.0857,1.3963,0.0712,0.5102,0.2568,1.6081
Hechi,108.06,24.7,2016,7,2016-07,110.98,157.59,-1.3123,-0.6029,-0.5854,0.8672,-1.1914,-0.6106,-0.4633,0.9124
Hechi,108.06,24.7,2016,8,2016-08,292.33,149.75,1.3115,0.0894,0.2098,1.332,1.4847,0.0491,0.2027,1.5856
Hechi,108.06,24.7,2016,9,2016-09,118.5,112.99,-0.2839,-0.0495,0.2187,0.9982,-0.0196,-0.0442,0.2404,1.0009
Hechi,108.06,24.7,2016,10,2016-10,94.86,85.21,0.5156,0.734,0.0787,0.8409,0.2752,0.6099,0.1529,0.8124
Hechi,108.06,24.7,2016,11,2016-11,52.5,39.58,0.0906,-0.0543,-0.0475,0.2715,0.2496,0.0204,0.0795,0.2829
Hechi,108.06,24.7,2016,12,2016-12,13.95,24.72,-0.6617,0.0386,-0.0739,-0.0442,-3.09,-0.126,-0.0878,-0.0197
