station,longitude,latitude,year,month,date,气温_2m_℃,最高气温_℃,最低气温_℃,气温日较差_℃,露点温度_℃,地表温度_℃,气压_kPa,风速_10m_ms,最大风速_10m_ms,风向_10m_度,风速_50m_ms,相对湿度_%,比湿_gkg,降水量_mm_day,短波辐射_全天空_kWhm2day,长波辐射_全天空_kWhm2day,光合有效辐射_kWhm2day,UVA辐射_kWhm2day,UVB辐射_kWhm2day,紫外线指数,短波辐射_晴空_kWhm2day,长波辐射_晴空_kWhm2day,总云量_%,蒸散发_mm_day,陆地蒸发_mm_day,根区土壤湿度_01,剖面土壤湿度_01,表层土壤湿度_01,高温指数_℃,风寒指数_℃
Hechi,108.06,24.7,2022,4,2022-04,20.07,32.83,6.28,10.87,15.38,20.39,96.61,3.9,9.35,109.7,5.51,76.66,11.82,5.02,15.22,32.71,6.93,0.88,0.02,1.38,23.46,30.58,68.36,3.51,3.84,0.79,0.82,0.81,20.13,
Hechi,108.06,24.7,2022,5,2022-05,21.8,31.2,10.97,8.53,18.57,22.06,96.26,3.35,8.29,91.9,4.83,83.33,14.34,11.49,11.13,34.47,5.32,0.73,0.02,1.17,25.34,32.33,90.29,3.44,3.99,0.85,0.87,0.87,22.21,
Hechi,108.06,24.7,2022,6,2022-06,25.62,30.9,19.29,6.06,23.62,25.59,95.72,3.39,7.83,173.2,5.03,89.2,19.25,12.7,12.45,36.65,6.05,0.83,0.02,1.35,25.72,35.19,94.2,3.03,4.6,0.96,0.97,0.95,26.57,
Hechi,108.06,24.7,2022,7,2022-07,26.86,32.55,22.57,7.3,24.28,26.91,95.84,3.18,8.09,186.4,4.96,86.57,19.95,6.75,19.87,36.47,9.4,1.26,0.04,2.18,26.91,35.4,66.56,6.3,6.07,0.92,0.95,0.92,30.02,
Hechi,108.06,24.7,2022,8,2022-08,26.89,33.01,21.97,7.59,23.93,27.0,95.96,2.95,9.08,146.6,4.42,84.74,19.49,3.47,18.4,36.79,8.77,1.19,0.03,2.07,25.61,35.59,74.34,7.62,5.86,0.85,0.89,0.86,29.92,
Hechi,108.06,24.7,2022,9,2022-09,24.96,32.65,17.61,8.8,20.75,24.91,96.38,2.53,5.98,52.2,3.81,78.64,16.02,2.22,17.2,35.44,7.98,1.04,0.03,1.72,22.32,33.97,68.85,7.34,4.93,0.78,0.82,0.79,25.56,
Hechi,108.06,24.7,2022,10,2022-10,20.11,30.64,9.8,10.92,14.6,20.18,97.0,3.55,9.52,34.5,5.44,72.89,11.19,0.91,15.52,32.03,7.11,0.91,0.02,1.39,20.0,30.33,51.03,4.86,3.59,0.72,0.77,0.73,20.08,
Hechi,108.06,24.7,2022,11,2022-11,18.74,29.75,4.14,11.04,14.63,18.94,96.83,3.35,8.92,81.6,4.96,78.93,11.06,1.6,9.65,32.32,4.43,0.57,0.01,0.84,16.24,29.91,66.42,2.41,2.24,0.69,0.72,0.69,,
Hechi,108.06,24.7,2022,12,2022-12,9.06,20.52,-0.47,10.79,2.79,9.34,97.47,3.57,9.98,37.1,5.15,67.63,4.9,0.52,9.11,28.14,4.04,0.51,0.01,0.69,14.61,24.25,74.43,0.78,1.32,0.69,0.72,0.7,,7.05
Hechi,108.06,24.7,2023,1,2023-01,10.23,26.87,-1.65,12.42,4.03,10.48,97.36,3.71,9.19,43.4,5.4,68.65,5.61,0.24,10.25,28.01,4.51,0.57,0.01,0.78,15.81,24.47,64.89,0.57,1.18,0.67,0.7,0.67,,
Hechi,108.06,24.7,2023,2,2023-02,13.53,30.25,3.82,11.65,8.91,14.29,97.11,3.98,10.29,77.6,5.54,75.95,7.69,1.29,8.23,30.7,3.75,0.48,0.01,0.74,17.52,27.1,78.25,0.6,1.38,0.67,0.69,0.68,,
Hechi,108.06,24.7,2023,3,2023-03,18.14,34.83,7.07,12.05,12.5,18.88,96.82,3.92,11.28,116.5,5.45,72.4,9.63,2.35,10.32,32.6,4.69,0.58,0.02,0.93,19.28,29.34,82.74,0.97,1.95,0.67,0.68,0.67,,
Hechi,108.06,24.7,2023,4,2023-04,22.71,34.42,11.56,12.14,16.77,23.51,96.29,4.7,10.8,155.4,6.48,71.99,12.83,4.21,12.55,34.9,5.73,0.71,0.02,1.11,21.55,32.08,80.44,1.92,2.88,0.66,0.68,0.67,22.92,
Hechi,108.06,24.7,2023,5,2023-05,25.34,37.53,15.5,11.47,19.8,26.1,96.13,4.23,11.69,157.3,5.94,74.07,15.29,3.57,14.22,36.2,6.74,0.9,0.03,1.51,25.32,33.99,82.29,4.67,4.33,0.68,0.7,0.69,25.86,
Hechi,108.06,24.7,2023,6,2023-06,27.23,38.11,20.37,9.21,22.6,27.82,95.88,3.39,8.42,145.2,4.95,78.17,18.05,8.91,15.33,37.09,7.35,1.01,0.03,1.71,26.55,35.47,86.31,4.5,4.3,0.69,0.7,0.72,30.06,
Hechi,108.06,24.7,2023,7,2023-07,28.17,35.8,22.88,8.66,23.61,28.63,95.84,4.16,11.66,171.0,5.91,78.12,19.17,4.1,18.1,37.34,8.63,1.17,0.03,2.06,26.68,36.03,85.6,6.11,4.66,0.68,0.72,0.7,32.22,
Hechi,108.06,24.7,2023,8,2023-08,27.07,33.72,18.61,8.17,23.47,27.48,95.81,2.52,6.34,112.5,3.8,82.04,19.07,6.55,15.04,37.04,7.21,0.98,0.03,1.7,25.0,35.69,86.83,6.99,5.2,0.71,0.72,0.74,30.1,
Hechi,108.06,24.7,2023,9,2023-09,25.53,32.0,18.22,8.33,22.23,25.75,96.26,2.95,7.9,66.0,4.45,83.08,17.57,5.45,15.01,36.13,7.13,0.96,0.03,1.57,22.99,34.67,67.93,7.09,4.96,0.73,0.75,0.76,26.31,
Hechi,108.06,24.7,2023,10,2023-10,22.04,32.15,12.77,10.56,17.09,22.43,96.9,3.0,9.03,62.9,4.46,75.66,12.87,1.54,13.25,33.6,6.15,0.8,0.02,1.23,19.53,31.8,62.65,3.46,3.06,0.67,0.71,0.67,22.28,
Hechi,108.06,24.7,2023,11,2023-11,17.6,30.1,6.56,11.15,12.68,17.67,97.19,3.06,8.83,73.1,4.45,75.27,9.9,1.37,10.95,31.02,4.95,0.63,0.01,0.86,16.4,28.83,60.44,2.24,2.16,0.67,0.7,0.69,,
Hechi,108.06,24.7,2023,12,2023-12,12.52,28.64,-2.44,12.12,6.71,12.84,97.4,3.72,9.66,57.4,5.37,70.54,7.12,0.63,9.79,28.9,4.37,0.55,0.01,0.67,14.53,26.4,63.49,0.52,1.25,0.65,0.68,0.65,,
Hechi,108.06,24.7,2024,1,2024-01,11.65,24.08,-4.1,9.61,8.26,12.14,97.35,3.59,9.08,77.5,5.18,81.11,7.57,3.66,4.71,30.92,2.25,0.31,0.01,0.42,14.63,26.38,94.67,0.62,1.32,0.7,0.7,0.73,,
Hechi,108.06,24.7,2024,2,2024-02,12.35,32.21,1.35,10.99,7.44,12.99,97.12,4.94,12.28,93.7,6.55,74.52,7.31,1.47,8.09,30.54,3.72,0.49,0.01,0.74,17.97,26.75,84.28,0.81,1.58,0.69,0.71,0.71,,
Hechi,108.06,24.7,2024,3,2024-03,18.14,32.48,3.1,12.02,12.91,18.91,96.74,4.43,11.46,139.9,6.25,74.38,10.16,1.46,10.51,32.96,4.85,0.62,0.02,0.94,20.39,29.4,86.45,1.54,2.27,0.69,0.71,0.7,,
Hechi,108.06,24.7,2024,4,2024-04,24.18,37.06,14.35,10.89,19.43,24.93,96.07,4.1,9.3,148.7,5.77,77.36,14.94,5.88,12.32,35.9,5.68,0.7,0.02,1.03,21.56,33.42,85.38,3.09,3.43,0.7,0.71,0.72,24.67,
Hechi,108.06,24.7,2024,5,2024-05,23.77,32.63,15.25,9.05,20.27,24.18,96.27,3.25,7.69,111.0,4.6,82.12,15.64,9.5,12.0,35.44,5.72,0.77,0.02,1.18,24.88,33.48,86.83,5.08,4.44,0.76,0.77,0.8,24.35,
Hechi,108.06,24.7,2024,6,2024-06,26.06,31.9,18.98,6.52,23.96,26.25,95.89,3.48,7.31,153.6,5.12,88.77,19.62,18.47,11.28,37.04,5.54,0.78,0.02,1.32,26.03,35.47,96.37,4.4,5.02,0.88,0.89,0.91,27.04,
Hechi,108.06,24.7,2024,7,2024-07,27.24,34.17,22.69,7.18,24.44,27.37,95.79,3.46,8.57,170.0,5.1,85.58,20.15,6.45,16.69,37.11,8.02,1.1,0.03,1.93,26.75,35.77,83.66,7.47,6.28,0.87,0.91,0.88,30.9,
Hechi,108.06,24.7,2024,8,2024-08,26.92,32.93,21.96,7.26,24.16,27.01,95.96,2.58,6.79,169.0,3.9,85.69,19.78,7.8,16.95,36.97,8.09,1.09,0.03,1.9,25.04,35.67,77.15,6.3,5.5,0.89,0.92,0.9,30.09,
Hechi,108.06,24.7,2024,9,2024-09,25.71,32.72,16.03,8.0,22.58,25.68,96.14,2.96,9.45,54.3,4.5,83.72,18.06,3.73,16.9,36.1,7.97,1.06,0.03,1.77,22.86,34.8,73.1,6.05,5.04,0.86,0.9,0.87,26.52,
Hechi,108.06,24.7,2024,10,2024-10,19.89,29.05,10.57,10.38,15.96,19.87,96.86,3.36,8.36,37.2,5.15,79.6,11.99,2.18,14.66,32.21,6.74,0.87,0.02,1.32,19.78,30.5,58.03,4.82,4.02,0.81,0.85,0.82,,
Hechi,108.06,24.7,2024,11,2024-11,16.72,28.3,5.74,11.22,12.25,16.65,97.17,3.08,7.73,44.3,4.78,76.77,9.49,0.09,13.51,30.29,6.11,0.77,0.02,1.08,16.65,28.29,50.09,3.53,2.73,0.75,0.8,0.76,,
Hechi,108.06,24.7,2024,12,2024-12,10.21,22.97,0.81,10.84,5.07,10.3,97.43,3.32,7.77,41.2,5.02,72.74,5.85,0.53,8.08,28.91,3.59,0.45,0.01,0.59,14.07,24.98,76.14,1.09,1.49,0.73,0.76,0.74,,
Hechi,108.06,24.7,2025,1,2025-01,11.23,23.77,-0.12,12.47,4.75,11.1,97.33,3.26,10.56,58.3,4.86,67.44,5.79,0.27,10.64,27.94,4.58,0.55,0.01,0.69,15.1,24.78,58.59,0.95,1.44,0.7,0.74,0.71,,
Hechi,108.06,24.7,2025,2,2025-02,10.47,27.64,-0.96,9.55,6.57,11.22,97.31,3.57,9.03,55.8,4.89,78.63,6.47,1.41,4.67,30.57,2.24,0.31,0.01,0.47,17.19,25.69,97.59,0.5,1.23,0.71,0.73,0.72,,
Hechi,108.06,24.7,2025,3,2025-03,16.65,34.46,4.75,12.87,10.21,17.56,96.89,4.57,10.57,77.0,6.23,68.82,8.63,0.87,11.79,31.89,5.34,0.67,0.02,0.99,20.32,28.4,76.81,1.47,2.29,0.69,0.72,0.69,,
Hechi,108.06,24.7,2025,4,2025-04,23.07,36.68,8.25,13.27,14.86,23.95,96.43,3.67,16.19,148.2,5.3,63.85,11.44,1.58,15.02,34.12,6.83,0.86,0.02,1.32,22.93,31.66,79.7,1.36,2.57,0.65,0.69,0.63,23.1,
Hechi,108.06,24.7,2025,5,2025-05,24.06,33.93,13.24,9.83,19.99,24.52,96.24,3.36,10.69,153.2,4.86,79.99,15.51,10.72,12.76,35.38,6.05,0.82,0.02,1.31,25.67,33.4,86.98,4.31,4.18,0.74,0.74,0.78,24.61,
Hechi,108.06,24.7,2025,6,2025-06,26.12,32.9,19.16,7.24,23.28,26.3,95.87,3.43,8.72,163.3,5.04,85.29,18.81,15.11,13.52,36.81,6.57,0.91,0.03,1.57,26.54,35.26,92.14,6.03,5.32,0.82,0.82,0.85,27.01,
Hechi,108.06,24.7,2025,7,2025-07,27.65,33.85,22.41,8.0,23.95,27.78,95.6,2.38,9.2,81.3,3.55,81.34,19.59,4.71,19.2,36.95,9.11,1.22,0.04,2.12,26.47,35.95,74.29,8.71,6.3,0.84,0.88,0.86,31.42,
Hechi,108.06,24.7,2025,8,2025-08,26.37,32.79,21.0,7.1,23.53,26.47,96.04,2.88,7.6,155.4,4.29,85.27,19.04,5.73,16.58,36.52,7.91,1.07,0.03,1.85,25.32,35.22,83.27,7.04,5.17,0.83,0.86,0.84,28.71,
Hechi,108.06,24.7,2025,9,2025-09,25.52,31.81,18.59,7.7,22.6,25.64,96.3,3.09,9.7,104.7,4.66,84.72,17.95,5.61,15.88,35.91,7.54,1.01,0.03,1.67,23.12,34.74,72.0,6.57,4.88,0.81,0.85,0.83,26.34,
Hechi,108.06,24.7,2025,10,2025-10,21.34,31.02,8.93,8.79,18.08,21.43,96.87,3.43,9.51,59.6,5.04,82.54,14.03,2.95,13.89,33.69,6.48,0.85,0.02,1.3,19.58,32.0,63.64,4.74,3.83,0.81,0.84,0.82,21.68,
Hechi,108.06,24.7,2025,11,2025-11,14.7,25.06,3.71,10.85,10.09,14.4,97.29,3.35,8.92,28.1,5.0,75.93,8.34,1.96,11.36,29.07,5.13,0.65,0.02,0.92,16.76,27.29,54.45,2.56,2.59,0.8,0.83,0.81,,
Hechi,108.06,24.7,2025,12,2025-12,13.2,22.8,1.34,10.47,9.46,13.22,97.18,2.86,8.89,56.7,4.28,79.53,7.87,0.96,8.44,30.0,3.78,0.48,0.01,0.62,13.97,26.63,71.4,1.42,1.67,0.76,0.8,0.78,,
Liuzhou,109.43,24.33,2005,1,2005-01,7.96,24.08,-3.87,10.19,3.73,8.25,99.85,4.03,9.49,34.1,5.68,76.8,5.27,1.25,5.32,28.69,2.43,0.32,0.01,0.43,13.99,25.29,72.49,0.38,1.05,0.66,0.68,0.68,,5.47
Liuzhou,109.43,24.33,2005,2,2005-02,11.39,27.17,0.05,11.41,6.98,12.18,99.6,4.61,9.9,43.3,6.19,75.84,6.87,2.11,7.03,30.98,3.27,0.43,0.01,0.67,16.94,27.61,75.36,0.59,1.48,0.67,0.69,0.69,,
Liuzhou,109.43,24.33,2005,3,2005-03,15.7,28.68,2.26,11.66,10.36,16.32,99.59,4.26,11.16,68.6,5.94,72.94,8.56,4.67,8.58,31.98,3.97,0.51,0.01,0.76,19.9,28.69,84.61,1.15,2.24,0.67,0.69,0.7,,
Liuzhou,109.43,24.33,2005,4,2005-04,21.99,35.15,11.11,10.58,16.87,22.36,99.03,3.93,9.01,126.3,5.6,74.79,12.51,4.1,12.06,34.56,5.54,0.7,0.02,1.09,22.05,32.29,76.35,3.25,3.49,0.69,0.72,0.71,22.2,
Liuzhou,109.43,24.33,2005,5,2005-05,26.42,34.05,16.95,8.7,22.87,26.64,98.32,3.84,10.2,167.1,5.68,82.13,17.97,8.5,16.16,36.69,7.6,1.0,0.03,1.63,25.2,35.07,76.25,5.22,4.8,0.73,0.75,0.77,28.63,
Liuzhou,109.43,24.33,2005,6,2005-06,26.97,32.49,21.46,5.93,24.93,26.98,98.01,3.14,7.18,153.1,4.72,89.09,20.31,19.49,11.26,37.51,5.5,0.75,0.02,1.27,24.93,36.24,90.73,3.19,4.27,0.87,0.89,0.9,30.56,
Liuzhou,109.43,24.33,2005,7,2005-07,27.84,34.11,23.64,7.2,24.89,27.82,98.33,3.07,7.7,177.9,4.68,84.82,20.16,4.37,19.74,36.95,9.25,1.21,0.03,2.08,25.95,35.85,62.43,6.55,5.98,0.87,0.92,0.88,32.42,
Liuzhou,109.43,24.33,2005,8,2005-08,27.26,35.2,20.32,7.51,24.09,27.33,98.27,2.6,5.63,90.9,4.07,83.63,19.27,3.93,17.28,37.22,8.06,1.05,0.03,1.75,23.87,35.91,71.83,6.74,5.39,0.82,0.88,0.84,30.73,
Liuzhou,109.43,24.33,2005,9,2005-09,25.81,33.21,18.74,8.94,21.97,25.75,98.85,3.2,6.56,46.1,4.95,80.44,16.86,1.32,16.57,36.02,7.65,0.98,0.03,1.58,21.81,34.58,60.09,7.2,5.07,0.76,0.82,0.77,26.55,
Liuzhou,109.43,24.33,2005,10,2005-10,21.24,32.58,9.71,10.71,16.03,21.26,99.48,3.31,7.96,35.7,5.09,73.66,11.81,0.49,14.66,33.01,6.56,0.8,0.02,1.21,17.51,31.6,41.89,5.43,3.77,0.68,0.75,0.69,21.34,
Liuzhou,109.43,24.33,2005,11,2005-11,17.54,30.81,5.16,10.05,13.27,17.57,99.55,3.4,7.7,39.7,5.17,77.51,10.24,2.1,10.29,31.76,4.64,0.59,0.01,0.87,15.27,29.76,59.86,2.6,2.38,0.68,0.72,0.7,,
Liuzhou,109.43,24.33,2005,12,2005-12,9.83,20.37,-0.93,10.47,3.18,9.88,100.12,4.06,9.99,33.2,6.0,66.26,5.14,1.62,8.58,27.64,3.72,0.45,0.01,0.59,13.4,25.23,56.79,0.88,1.5,0.67,0.71,0.69,,7.75
Liuzhou,109.43,24.33,2006,1,2006-01,10.33,24.43,-2.33,11.68,5.55,10.53,99.74,4.17,10.38,37.6,5.95,74.16,6.19,1.91,8.22,28.94,3.59,0.45,0.01,0.67,14.41,25.98,63.92,0.69,1.4,0.69,0.72,0.71,,
Liuzhou,109.43,24.33,2006,2,2006-02,12.3,26.65,2.58,9.5,8.31,12.9,99.86,4.48,9.81,39.7,5.99,77.91,7.14,3.51,5.48,31.45,2.61,0.36,0.01,0.58,17.11,27.61,91.3,0.64,1.59,0.69,0.72,0.72,,
Liuzhou,109.43,24.33,2006,3,2006-03,16.77,28.8,0.89,11.66,12.13,17.42,99.26,3.77,11.26,63.6,5.35,76.19,9.56,2.6,9.22,32.95,4.23,0.54,0.01,0.89,19.58,29.55,85.58,1.62,2.55,0.71,0.74,0.73,,
Liuzhou,109.43,24.33,2006,4,2006-04,22.45,34.17,8.13,10.62,17.87,22.85,98.79,4.46,10.06,150.5,6.23,77.03,13.51,4.96,12.06,35.09,5.58,0.72,0.02,1.19,22.59,32.54,84.58,3.4,3.94,0.72,0.75,0.75,22.76,
Liuzhou,109.43,24.33,2006,5,2006-05,24.09,32.81,13.78,9.29,20.11,24.24,98.72,3.68,11.16,128.7,5.46,80.21,15.37,8.97,14.21,35.37,6.69,0.9,0.02,1.46,25.49,33.59,78.4,4.74,4.58,0.75,0.78,0.79,24.65,
Liuzhou,109.43,24.33,2006,6,2006-06,26.48,32.26,20.51,7.3,24.05,26.57,98.28,3.09,8.4,177.0,4.79,87.23,19.23,9.72,13.89,37.02,6.62,0.89,0.02,1.45,25.17,35.7,82.18,4.77,4.76,0.84,0.88,0.87,29.1,
Liuzhou,109.43,24.33,2006,7,2006-07,27.69,34.25,23.14,6.5,25.17,27.67,98.02,2.82,7.01,163.2,4.38,86.86,20.58,9.28,16.43,37.31,7.8,1.04,0.03,1.78,25.78,36.21,77.51,5.35,5.09,0.86,0.91,0.88,32.31,
Liuzhou,109.43,24.33,2006,8,2006-08,27.15,33.33,20.83,6.85,24.16,27.05,98.3,2.63,14.34,72.4,3.97,84.36,19.32,5.8,17.16,36.68,7.95,1.02,0.03,1.71,23.44,35.66,67.66,5.07,4.69,0.86,0.92,0.88,30.54,
Liuzhou,109.43,24.33,2006,9,2006-09,24.08,32.34,15.47,9.04,20.24,23.88,98.88,3.08,7.85,43.1,4.73,80.19,15.37,2.61,16.3,34.66,7.41,0.94,0.03,1.46,21.19,33.48,54.7,5.46,4.8,0.83,0.89,0.84,24.64,
Liuzhou,109.43,24.33,2006,10,2006-10,23.18,29.98,14.22,9.43,19.44,23.17,99.32,2.71,7.27,47.8,4.25,80.58,14.42,0.79,12.99,34.51,5.77,0.69,0.02,1.01,16.42,33.21,48.72,5.13,3.93,0.76,0.82,0.77,23.66,
Liuzhou,109.43,24.33,2006,11,2006-11,16.95,28.15,6.71,10.6,12.67,16.71,99.47,3.43,8.03,38.7,5.12,77.85,9.45,3.34,9.32,31.59,4.15,0.52,0.01,0.7,15.08,29.16,63.29,2.69,2.58,0.74,0.79,0.76,,
Liuzhou,109.43,24.33,2006,12,2006-12,11.02,25.29,1.43,12.41,5.59,10.78,100.05,3.85,7.86,33.6,5.82,71.73,5.86,0.3,9.65,27.7,4.14,0.49,0.01,0.64,13.47,25.42,50.29,1.39,1.87,0.73,0.79,0.75,,
Liuzhou,109.43,24.33,2007,1,2007-01,8.66,21.01,-0.27,11.32,3.34,8.65,100.21,4.12,9.06,29.6,5.89,71.94,4.94,1.88,8.15,28.45,3.54,0.44,0.01,0.58,14.54,24.81,72.4,0.7,1.55,0.73,0.77,0.75,,6.28
Liuzhou,109.43,24.33,2007,2,2007-02,16.41,27.65,3.08,11.14,11.84,16.48,99.38,4.12,9.67,120.2,5.89,76.57,9.17,2.16,8.8,32.27,3.91,0.49,0.01,0.68,16.38,28.98,78.72,1.13,2.09,0.73,0.77,0.75,,
Liuzhou,109.43,24.33,2007,3,2007-03,17.62,31.38,4.16,10.41,13.75,18.08,99.18,4.74,9.62,110.4,6.59,79.43,10.53,2.9,7.89,33.82,3.61,0.45,0.01,0.71,18.83,30.15,91.65,1.47,2.56,0.74,0.77,0.76,,
Liuzhou,109.43,24.33,2007,4,2007-04,19.5,32.15,5.86,10.48,14.78,19.83,99.19,3.61,13.43,59.5,5.15,75.83,11.06,5.28,11.54,33.5,5.29,0.67,0.02,1.01,22.2,30.88,87.3,2.62,3.26,0.73,0.77,0.76,,
Liuzhou,109.43,24.33,2007,5,2007-05,24.53,34.25,13.55,9.76,20.05,24.64,98.65,3.02,9.02,167.1,4.43,77.78,15.23,6.07,16.75,35.35,7.74,1.01,0.03,1.62,25.55,33.85,70.14,5.61,4.88,0.76,0.8,0.78,25.07,
Liuzhou,109.43,24.33,2007,6,2007-06,26.76,32.93,19.61,7.11,24.16,26.83,98.22,3.29,8.32,174.4,4.99,86.41,19.37,16.07,15.69,37.0,7.46,1.0,0.03,1.66,25.81,35.61,83.33,5.09,5.09,0.84,0.88,0.88,29.75,
Liuzhou,109.43,24.33,2007,7,2007-07,27.63,33.11,22.68,7.01,25.01,27.7,98.23,3.87,8.64,177.5,5.86,86.4,20.34,3.11,17.99,37.15,8.54,1.16,0.03,2.03,26.47,35.88,82.97,7.15,5.72,0.82,0.87,0.83,32.07,
Liuzhou,109.43,24.33,2007,8,2007-08,27.69,34.05,22.36,7.39,24.22,27.6,98.19,2.47,6.3,107.2,3.74,82.3,19.41,6.11,17.98,36.94,8.37,1.09,0.03,1.83,24.01,35.82,68.92,7.2,5.22,0.78,0.83,0.81,31.65,
Liuzhou,109.43,24.33,2007,9,2007-09,24.2,31.43,14.03,8.61,20.62,24.12,98.7,3.35,7.79,33.3,5.13,81.52,15.64,4.61,14.25,35.35,6.59,0.85,0.02,1.37,21.52,34.02,65.5,5.59,4.75,0.8,0.86,0.82,24.8,
Liuzhou,109.43,24.33,2007,10,2007-10,21.0,31.3,10.59,10.51,16.01,20.83,99.36,3.5,7.11,36.1,5.39,74.51,11.82,0.18,14.29,32.92,6.25,0.74,0.02,1.1,17.11,31.53,40.35,5.26,3.79,0.72,0.79,0.73,21.1,
Liuzhou,109.43,24.33,2007,11,2007-11,14.92,26.25,1.18,13.0,8.13,14.44,99.75,3.66,9.19,28.3,5.76,66.6,7.02,0.65,13.68,27.86,5.88,0.7,0.02,0.92,15.68,26.77,31.6,3.05,2.6,0.69,0.74,0.7,,
Liuzhou,109.43,24.33,2007,12,2007-12,12.48,25.08,1.5,10.26,7.69,12.55,99.71,3.82,8.51,38.2,5.77,74.75,6.92,1.96,6.33,30.85,2.8,0.35,0.01,0.49,12.57,26.97,84.14,1.04,1.51,0.68,0.71,0.7,,
Liuzhou,109.43,24.33,2008,1,2008-01,6.86,25.94,-2.38,8.93,1.8,7.02,99.98,4.73,8.59,31.0,6.32,72.06,4.73,2.49,6.29,28.2,2.81,0.36,0.01,0.51,15.0,24.73,71.43,0.46,1.21,0.69,0.72,0.71,,3.77
Liuzhou,109.43,24.33,2008,2,2008-02,7.62,23.64,-7.72,10.73,2.21,7.89,100.09,3.83,9.67,33.8,5.64,71.53,4.85,3.32,8.52,28.73,3.77,0.47,0.01,0.77,17.24,24.65,77.59,0.6,1.63,0.74,0.77,0.77,,5.15
Liuzhou,109.43,24.33,2008,3,2008-03,17.79,30.2,5.63,10.72,13.11,18.04,99.26,3.35,10.12,106.6,4.81,76.61,9.99,3.85,9.86,32.49,4.44,0.55,0.01,0.85,19.51,29.72,78.43,1.53,2.56,0.74,0.77,0.76,,
Liuzhou,109.43,24.33,2008,4,2008-04,21.45,33.94,10.5,9.39,17.88,21.97,98.89,3.76,9.16,115.2,5.39,81.42,13.34,3.69,10.76,35.1,5.03,0.65,0.02,1.06,22.07,32.55,83.42,2.98,3.45,0.75,0.79,0.77,21.78,
Liuzhou,109.43,24.33,2008,5,2008-05,23.96,31.72,14.79,8.62,20.22,24.14,98.5,3.2,9.45,108.3,4.7,81.06,15.43,10.54,12.87,35.76,6.02,0.79,0.02,1.3,24.53,33.83,81.7,4.38,4.39,0.77,0.8,0.8,24.53,
Liuzhou,109.43,24.33,2008,6,2008-06,25.99,32.14,18.4,7.18,23.4,26.15,98.21,2.9,8.36,151.4,4.31,86.4,18.51,17.56,14.01,36.89,6.62,0.87,0.02,1.43,25.03,35.33,87.63,4.55,4.95,0.87,0.91,0.89,26.9,
Liuzhou,109.43,24.33,2008,7,2008-07,27.22,34.78,22.87,6.6,24.58,27.21,98.18,3.04,7.95,177.6,4.58,86.25,19.82,7.09,16.97,36.85,8.0,1.06,0.03,1.83,25.67,35.56,81.38,5.12,5.43,0.91,0.95,0.91,30.93,
Liuzhou,109.43,24.33,2008,8,2008-08,26.93,33.89,21.05,6.57,24.43,26.89,98.32,2.96,9.97,156.0,4.52,86.8,19.62,5.86,15.38,36.92,7.26,0.97,0.03,1.65,24.4,35.57,88.54,4.76,4.78,0.87,0.92,0.89,30.22,
Liuzhou,109.43,24.33,2008,9,2008-09,25.9,33.38,17.68,8.08,22.61,25.84,98.66,2.81,11.88,54.1,4.29,82.92,17.58,3.21,16.09,35.96,7.4,0.94,0.03,1.5,21.45,34.85,54.46,5.46,4.78,0.85,0.91,0.86,26.71,
Liuzhou,109.43,24.33,2008,10,2008-10,22.09,29.92,13.27,9.68,18.29,22.01,99.3,3.15,8.33,41.5,4.84,80.25,13.42,1.42,14.09,33.9,6.35,0.79,0.02,1.18,17.97,32.48,53.51,4.84,3.92,0.78,0.84,0.79,22.45,
Liuzhou,109.43,24.33,2008,11,2008-11,14.85,27.41,2.25,10.01,10.72,14.61,99.79,3.53,7.76,33.6,5.49,78.06,8.56,4.83,11.4,29.39,5.04,0.62,0.01,0.85,15.7,27.74,48.07,1.82,2.55,0.82,0.86,0.84,,
Liuzhou,109.43,24.33,2008,12,2008-12,10.99,23.05,0.03,11.43,5.8,10.42,99.92,3.49,10.26,32.3,5.02,72.32,5.99,0.34,10.25,27.47,4.39,0.52,0.01,0.69,13.82,25.42,44.06,1.18,1.84,0.78,0.83,0.79,,
Liuzhou,109.43,24.33,2009,1,2009-01,8.41,21.98,-1.38,11.3,2.82,8.44,100.11,3.73,10.92,36.1,5.54,70.5,4.96,0.46,9.29,27.48,4.01,0.49,0.01,0.66,14.68,24.33,59.87,0.63,1.58,0.76,0.81,0.77,,6.17
Liuzhou,109.43,24.33,2009,2,2009-02,17.3,31.08,5.79,10.37,13.79,17.66,99.15,4.01,10.72,119.7,5.56,81.26,10.31,0.45,10.23,32.89,4.59,0.58,0.01,0.91,17.36,30.09,64.72,1.27,2.08,0.73,0.78,0.74,,
Liuzhou,109.43,24.33,2009,3,2009-03,16.03,30.46,2.38,9.99,12.23,16.5,99.26,4.37,11.91,74.2,5.98,79.57,9.7,3.58,9.99,32.55,4.53,0.57,0.02,0.89,19.56,29.47,84.8,1.23,2.36,0.75,0.79,0.77,,
Liuzhou,109.43,24.33,2009,4,2009-04,20.95,30.18,10.38,9.71,16.92,21.34,98.91,3.86,9.45,111.0,5.5,79.41,12.57,5.12,11.79,34.44,5.46,0.7,0.02,1.1,22.78,31.95,81.04,2.83,3.56,0.76,0.8,0.79,21.17,
