station,longitude,latitude,year,month,date,气温_2m_℃,最高气温_℃,最低气温_℃,气温日较差_℃,露点温度_℃,地表温度_℃,气压_kPa,风速_10m_ms,最大风速_10m_ms,风向_10m_度,风速_50m_ms,相对湿度_%,比湿_gkg,降水量_mm_day,短波辐射_全天空_kWhm2day,长波辐射_全天空_kWhm2day,光合有效辐射_kWhm2day,UVA辐射_kWhm2day,UVB辐射_kWhm2day,紫外线指数,短波辐射_晴空_kWhm2day,长波辐射_晴空_kWhm2day,总云量_%,蒸散发_mm_day,陆地蒸发_mm_day,根区土壤湿度_01,剖面土壤湿度_01,表层土壤湿度_01,高温指数_℃,风寒指数_℃
Hechi,108.06,24.7,2014,2,2014-02,10.12,25.83,-2.46,9.92,6.27,10.81,96.97,3.97,9.48,80.9,5.45,78.55,6.8,1.5,6.79,30.13,3.11,0.41,0.01,0.64,17.86,25.88,86.33,0.74,1.49,0.75,0.78,0.77,,
Hechi,108.06,24.7,2014,3,2014-03,15.77,29.04,7.0,9.51,12.39,16.52,96.82,3.75,10.3,112.1,5.31,81.69,9.72,3.04,7.15,32.94,3.38,0.44,0.01,0.7,19.32,29.1,96.46,1.44,2.23,0.76,0.78,0.78,,
Hechi,108.06,24.7,2014,4,2014-04,21.62,31.36,13.48,8.7,18.44,22.14,96.44,4.08,9.42,148.0,5.78,83.26,14.04,3.94,8.67,35.49,4.09,0.52,0.01,0.84,21.19,32.44,95.69,2.85,3.25,0.78,0.81,0.81,22.01,
Hechi,108.06,24.7,2014,5,2014-05,24.13,33.74,13.55,8.56,20.9,24.5,96.07,3.29,8.31,139.8,4.8,83.34,16.48,6.19,13.05,36.13,6.18,0.83,0.02,1.33,25.01,34.06,88.05,4.79,4.31,0.79,0.82,0.82,24.77,
Hechi,108.06,24.7,2014,6,2014-06,26.29,32.81,20.37,6.67,23.69,26.42,95.67,2.79,6.96,135.1,4.11,86.32,19.32,8.76,13.43,37.21,6.41,0.86,0.02,1.43,24.83,35.74,89.16,5.0,4.44,0.84,0.86,0.86,28.58,
Hechi,108.06,24.7,2014,7,2014-07,26.71,33.59,22.09,6.47,24.24,26.76,95.81,2.64,12.58,165.0,4.02,87.03,19.9,8.67,18.0,36.6,8.54,1.15,0.03,2.0,26.31,35.53,76.67,5.09,4.72,0.89,0.91,0.9,29.67,
Hechi,108.06,24.7,2014,8,2014-08,26.04,32.88,20.02,6.88,23.46,26.12,95.95,2.55,6.55,165.4,3.88,86.39,19.01,5.91,15.98,36.37,7.54,1.01,0.03,1.72,24.47,35.16,83.24,5.46,4.75,0.88,0.91,0.89,26.96,
Hechi,108.06,24.7,2014,9,2014-09,25.01,32.21,15.08,7.69,22.3,25.0,96.21,2.9,13.51,117.6,4.36,85.7,17.73,7.84,16.81,35.48,7.83,1.03,0.03,1.68,22.57,34.39,59.37,4.91,4.8,0.9,0.93,0.91,25.8,
Hechi,108.06,24.7,2014,10,2014-10,21.23,28.98,12.91,9.31,17.75,21.07,96.84,2.66,6.37,90.1,4.1,81.58,13.38,1.7,14.38,32.69,6.4,0.79,0.02,1.17,17.99,31.4,47.48,4.35,3.89,0.86,0.9,0.87,21.54,
Hechi,108.06,24.7,2014,11,2014-11,15.66,25.66,7.1,8.49,12.99,15.76,97.05,3.25,7.93,62.0,4.95,84.96,9.91,3.68,7.12,32.23,3.3,0.44,0.01,0.61,15.12,28.88,84.24,1.91,2.48,0.86,0.9,0.87,,
Hechi,108.06,24.7,2014,12,2014-12,8.79,20.22,-0.14,10.97,3.66,8.61,97.57,3.28,8.22,39.1,4.89,72.6,5.2,0.71,9.45,27.05,4.09,0.5,0.01,0.62,13.99,24.31,57.78,1.09,1.94,0.83,0.87,0.84,,6.88
Hechi,108.06,24.7,2015,1,2015-01,10.69,22.68,1.56,9.46,7.24,10.64,97.33,3.47,9.37,73.9,5.01,80.67,6.81,1.84,7.9,28.79,3.51,0.44,0.01,0.58,14.64,25.59,69.2,0.7,1.57,0.83,0.86,0.84,,
Hechi,108.06,24.7,2015,2,2015-02,13.51,28.93,0.87,10.13,10.09,13.91,97.0,3.6,10.53,124.9,5.12,81.21,8.55,1.9,7.51,31.77,3.4,0.44,0.01,0.65,16.35,27.65,91.89,1.0,2.08,0.82,0.86,0.84,,
Hechi,108.06,24.7,2015,3,2015-03,16.84,31.53,4.43,9.75,13.59,17.57,96.83,3.87,9.86,123.5,5.44,82.5,10.54,1.12,7.08,33.54,3.33,0.44,0.01,0.68,19.46,29.75,93.89,1.65,2.54,0.8,0.84,0.81,,
Hechi,108.06,24.7,2015,4,2015-04,21.18,36.85,8.99,11.53,15.79,21.65,96.52,4.16,10.31,160.9,5.97,73.72,12.07,1.49,15.68,33.18,7.09,0.89,0.02,1.38,22.99,31.17,69.92,3.95,3.82,0.74,0.79,0.75,21.28,
Hechi,108.06,24.7,2015,5,2015-05,25.09,33.15,14.65,8.9,21.73,25.48,95.95,3.49,10.18,142.2,5.07,82.96,17.21,8.29,13.63,36.73,6.45,0.86,0.02,1.38,24.45,34.76,88.28,4.69,4.16,0.77,0.79,0.8,25.82,
Hechi,108.06,24.7,2015,6,2015-06,26.45,32.69,20.0,6.33,24.17,26.51,95.77,4.01,8.15,176.8,5.89,87.9,19.86,11.39,14.5,37.05,6.99,0.96,0.03,1.57,26.11,35.64,85.3,4.87,4.77,0.86,0.88,0.88,29.07,
Hechi,108.06,24.7,2015,7,2015-07,25.77,33.15,17.73,7.22,22.86,25.83,95.76,2.91,7.83,81.0,4.28,84.74,18.39,8.14,14.94,36.41,7.05,0.95,0.03,1.6,25.36,35.1,82.26,5.99,5.16,0.87,0.91,0.89,26.62,
Hechi,108.06,24.7,2015,8,2015-08,25.74,32.22,20.09,7.26,22.82,25.71,95.99,2.63,6.07,134.6,3.96,84.86,18.28,5.22,15.89,36.17,7.47,0.99,0.03,1.66,24.13,34.87,79.05,5.77,4.94,0.87,0.91,0.88,26.59,
Hechi,108.06,24.7,2015,9,2015-09,24.19,31.11,17.04,7.31,21.98,24.29,96.35,2.91,7.76,97.1,4.41,88.05,17.35,7.61,11.79,36.23,5.63,0.76,0.02,1.24,21.9,34.56,83.92,4.13,4.45,0.91,0.94,0.91,24.96,
Hechi,108.06,24.7,2015,10,2015-10,20.58,28.91,12.03,9.01,16.89,20.2,96.87,2.93,12.21,39.0,4.28,80.67,12.63,4.43,13.32,32.9,6.1,0.78,0.02,1.18,19.1,31.3,56.24,4.06,3.95,0.89,0.92,0.89,20.8,
Hechi,108.06,24.7,2015,11,2015-11,16.82,27.86,4.58,8.29,14.84,17.01,97.03,3.24,8.69,108.9,4.9,88.63,11.4,7.05,7.05,33.19,3.32,0.45,0.01,0.68,15.67,30.1,89.98,1.74,2.66,0.91,0.93,0.91,,
Hechi,108.06,24.7,2015,12,2015-12,9.89,22.62,1.41,8.49,7.66,10.09,97.46,3.07,7.69,44.7,4.56,86.65,6.91,3.54,5.97,29.85,2.73,0.36,0.01,0.48,13.54,25.74,89.17,0.51,1.94,0.94,0.96,0.92,,8.33
Hechi,108.06,24.7,2016,1,2016-01,8.64,22.27,-2.03,7.86,6.44,9.0,97.32,3.38,9.02,52.6,4.67,86.53,6.5,1.94,6.04,29.6,2.8,0.38,0.01,0.52,15.29,25.26,92.23,0.31,1.69,0.93,0.95,0.92,,6.64
Hechi,108.06,24.7,2016,2,2016-02,9.87,25.21,-1.97,11.52,5.13,9.89,97.49,3.8,10.25,40.1,5.41,74.35,5.9,0.46,11.86,27.91,5.21,0.65,0.02,0.94,17.96,24.78,64.83,0.71,2.55,0.89,0.92,0.89,,7.92
Hechi,108.06,24.7,2016,3,2016-03,15.55,28.95,1.92,10.29,12.35,16.11,96.86,3.74,8.92,119.7,5.3,82.51,9.71,1.21,8.75,32.39,4.01,0.51,0.01,0.79,19.36,28.79,89.65,1.21,2.62,0.85,0.88,0.86,,
Hechi,108.06,24.7,2016,4,2016-04,21.79,32.49,10.21,9.44,18.79,22.19,96.21,3.63,10.61,154.4,5.25,84.29,14.27,5.31,10.51,35.37,4.85,0.61,0.02,0.99,21.33,32.65,88.72,2.55,3.65,0.85,0.88,0.87,22.23,
Hechi,108.06,24.7,2016,5,2016-05,23.96,31.74,13.11,7.9,21.11,24.11,96.1,3.65,8.35,158.5,5.37,85.13,16.61,8.01,13.89,35.71,6.53,0.87,0.02,1.45,24.89,33.75,83.63,3.68,4.45,0.87,0.9,0.89,24.63,
Hechi,108.06,24.7,2016,6,2016-06,26.08,32.06,18.08,6.89,23.82,26.16,95.89,3.44,7.98,174.6,5.13,87.96,19.43,10.94,16.12,36.63,7.67,1.04,0.03,1.81,26.63,35.25,85.12,4.34,5.28,0.94,0.95,0.94,27.04,
Hechi,108.06,24.7,2016,7,2016-07,26.7,33.33,22.14,6.18,24.39,26.63,95.84,3.41,7.38,181.5,5.13,87.76,20.08,3.58,18.06,36.51,8.57,1.16,0.03,2.04,26.54,35.44,79.09,4.76,4.46,0.9,0.93,0.9,29.71,
Hechi,108.06,24.7,2016,8,2016-08,26.58,32.98,18.23,6.95,23.69,26.45,95.69,2.54,7.93,47.1,3.84,84.89,19.38,9.43,16.81,36.54,7.91,1.05,0.03,1.79,24.4,35.46,83.27,4.57,4.6,0.91,0.93,0.91,29.18,
Hechi,108.06,24.7,2016,9,2016-09,24.3,32.07,15.78,8.81,20.71,24.24,96.24,2.77,7.34,37.0,4.24,81.45,16.07,3.95,16.24,35.14,7.49,0.97,0.03,1.61,22.02,33.72,67.68,6.2,5.18,0.87,0.91,0.88,24.91,
Hechi,108.06,24.7,2016,10,2016-10,21.59,29.56,10.3,9.08,18.34,21.72,96.6,3.25,7.98,47.8,4.91,82.79,13.92,3.06,13.46,33.86,6.22,0.81,0.02,1.31,19.4,32.12,62.29,5.0,3.83,0.81,0.85,0.82,21.97,
Hechi,108.06,24.7,2016,11,2016-11,15.7,28.16,2.95,9.75,12.49,15.85,97.08,3.63,8.12,60.6,5.3,82.26,10.08,1.75,9.05,31.78,4.2,0.55,0.01,0.85,16.17,28.94,72.9,2.54,2.62,0.8,0.84,0.82,,
Hechi,108.06,24.7,2016,12,2016-12,12.55,24.47,1.3,11.53,8.09,12.45,97.28,3.21,8.81,51.3,4.85,76.19,7.3,0.45,9.9,28.81,4.39,0.55,0.01,0.76,14.5,26.19,63.22,1.67,1.9,0.77,0.81,0.78,,
Hechi,108.06,24.7,2017,1,2017-01,12.11,24.41,2.26,9.63,8.65,12.51,97.25,3.34,9.76,64.5,4.78,80.79,7.45,2.06,7.38,30.43,3.38,0.44,0.01,0.68,15.13,26.64,82.0,1.0,1.64,0.78,0.8,0.79,,
Hechi,108.06,24.7,2017,2,2017-02,12.58,27.7,1.6,11.06,7.75,13.2,97.23,3.87,10.08,80.8,5.38,74.58,7.19,0.69,8.96,30.74,4.04,0.52,0.01,0.8,17.69,26.49,84.21,1.2,1.97,0.75,0.79,0.77,,
Hechi,108.06,24.7,2017,3,2017-03,16.18,31.05,7.84,11.09,12.36,16.98,96.76,4.03,9.81,102.0,5.45,79.89,9.64,4.17,7.05,33.22,3.38,0.46,0.01,0.76,20.53,29.3,95.38,1.62,2.42,0.76,0.78,0.78,,
Hechi,108.06,24.7,2017,4,2017-04,21.02,34.24,6.45,11.14,16.18,21.61,96.43,4.22,11.09,164.3,5.98,75.87,12.31,2.48,12.53,34.21,5.81,0.77,0.02,1.24,23.65,31.27,86.17,3.87,3.67,0.75,0.78,0.76,21.16,
Hechi,108.06,24.7,2017,5,2017-05,23.58,34.0,14.36,9.78,19.17,23.82,96.31,3.16,8.22,132.1,4.59,78.02,14.68,7.7,15.26,34.83,7.1,0.94,0.03,1.54,25.65,32.89,77.51,5.66,4.68,0.78,0.8,0.8,24.03,
Hechi,108.06,24.7,2017,6,2017-06,25.43,32.99,18.27,6.5,23.26,25.59,95.82,2.89,6.97,163.8,4.35,88.37,18.83,13.64,12.26,36.84,5.94,0.82,0.02,1.41,25.62,35.31,96.7,3.81,3.93,0.85,0.86,0.88,26.34,
Hechi,108.06,24.7,2017,7,2017-07,26.52,33.07,22.48,6.41,24.03,26.45,95.9,2.61,7.12,166.7,3.95,86.89,19.63,9.58,16.91,36.59,8.03,1.09,0.03,1.89,26.36,35.41,84.05,4.4,4.97,0.95,0.96,0.94,29.18,
Hechi,108.06,24.7,2017,8,2017-08,26.41,33.33,21.4,6.22,24.24,26.35,95.85,3.02,13.61,167.7,4.59,88.42,19.91,7.59,15.77,36.69,7.5,1.01,0.03,1.79,24.97,35.38,83.82,4.26,4.5,0.92,0.94,0.92,29.0,
Hechi,108.06,24.7,2017,9,2017-09,25.91,31.97,20.28,7.36,23.47,26.01,96.24,2.55,5.38,144.0,3.95,87.04,18.93,4.6,15.23,36.44,7.2,0.96,0.03,1.62,22.48,35.14,74.43,5.05,5.0,0.91,0.94,0.91,26.83,
Hechi,108.06,24.7,2017,10,2017-10,20.2,30.29,7.64,8.39,17.19,20.26,96.85,3.27,9.26,45.5,4.93,83.7,13.19,3.12,12.98,33.38,5.97,0.78,0.02,1.22,19.19,31.46,71.48,3.6,3.77,0.88,0.91,0.88,20.46,
Hechi,108.06,24.7,2017,11,2017-11,15.42,28.29,4.74,9.21,12.09,15.43,97.11,3.18,7.71,42.7,4.68,81.58,9.52,1.63,7.78,31.72,3.59,0.47,0.01,0.69,15.29,28.76,82.02,2.1,2.52,0.84,0.88,0.85,,
Hechi,108.06,24.7,2017,12,2017-12,10.07,18.84,-0.93,10.38,5.45,9.96,97.49,3.11,8.77,37.5,4.72,75.44,5.98,0.93,8.57,28.26,3.75,0.47,0.01,0.62,13.91,25.04,70.36,1.08,1.75,0.82,0.86,0.83,,
Hechi,108.06,24.7,2018,1,2018-01,9.03,23.73,-2.73,9.6,5.66,9.34,97.11,3.57,8.69,62.6,4.99,81.0,6.35,2.18,6.03,30.03,2.78,0.38,0.01,0.53,15.18,25.64,93.41,0.5,1.54,0.83,0.87,0.85,,7.01
Hechi,108.06,24.7,2018,2,2018-02,11.36,26.66,-2.56,11.54,6.61,11.88,97.15,3.62,9.89,86.1,5.31,74.78,7.0,0.35,8.18,30.3,3.71,0.48,0.01,0.72,17.61,25.91,88.28,1.04,2.07,0.81,0.84,0.81,,
Hechi,108.06,24.7,2018,3,2018-03,17.96,30.85,4.41,10.89,13.65,18.42,96.7,3.94,11.05,157.3,5.62,78.04,10.55,3.36,11.44,32.5,5.2,0.67,0.02,1.0,20.38,29.4,76.18,1.99,2.94,0.79,0.82,0.81,,
Hechi,108.06,24.7,2018,4,2018-04,20.77,32.29,7.83,10.66,16.24,21.13,96.52,4.12,11.55,164.8,5.84,77.08,12.46,3.01,12.54,33.98,5.78,0.75,0.02,1.18,23.27,31.26,84.96,3.36,3.71,0.78,0.82,0.8,20.92,
Hechi,108.06,24.7,2018,5,2018-05,24.88,32.57,18.03,8.25,21.81,25.11,96.15,4.07,9.17,177.2,5.92,84.16,17.17,8.15,15.0,36.3,7.14,0.97,0.03,1.58,25.93,34.28,82.68,4.99,4.47,0.8,0.83,0.83,25.62,
Hechi,108.06,24.7,2018,6,2018-06,25.8,32.14,19.07,7.47,22.98,26.0,95.75,3.19,7.42,141.7,4.71,85.29,18.51,7.32,14.42,36.79,6.9,0.95,0.03,1.6,26.19,35.2,87.34,5.83,5.03,0.84,0.87,0.86,26.66,
Hechi,108.06,24.7,2018,7,2018-07,26.86,33.62,22.47,6.7,24.18,26.89,95.62,2.87,6.47,139.1,4.31,86.01,19.87,9.07,17.88,36.79,8.48,1.15,0.03,1.95,26.45,35.55,84.65,5.96,5.23,0.87,0.9,0.89,29.97,
Hechi,108.06,24.7,2018,8,2018-08,26.78,33.17,21.27,7.13,23.76,26.71,95.62,2.37,6.23,52.6,3.63,84.38,19.38,5.16,16.9,36.55,7.96,1.06,0.03,1.79,24.53,35.45,82.24,5.64,4.72,0.87,0.9,0.88,29.62,
Hechi,108.06,24.7,2018,9,2018-09,24.41,31.77,16.06,7.92,21.45,24.49,96.29,3.27,16.94,76.0,4.91,84.47,16.88,7.41,15.7,35.4,7.32,0.96,0.03,1.57,22.43,33.93,71.76,5.55,4.89,0.87,0.9,0.88,25.11,
Hechi,108.06,24.7,2018,10,2018-10,18.88,27.54,12.39,9.28,15.26,18.88,96.99,2.96,6.64,44.0,4.55,81.08,11.33,3.45,11.15,32.62,5.17,0.68,0.02,1.07,19.09,30.16,78.73,3.8,3.65,0.85,0.89,0.86,,
Hechi,108.06,24.7,2018,11,2018-11,15.62,26.13,5.76,10.27,12.37,15.52,97.08,2.88,8.07,57.7,4.27,82.19,9.48,1.23,9.54,30.88,4.34,0.56,0.01,0.84,16.29,28.35,64.72,2.37,2.54,0.83,0.87,0.84,,
Hechi,108.06,24.7,2018,12,2018-12,10.35,26.85,-5.04,8.63,7.3,10.58,97.37,3.95,7.84,42.7,5.51,82.22,7.23,1.29,5.33,30.43,2.51,0.34,0.01,0.53,13.98,26.59,90.95,0.93,1.68,0.82,0.85,0.83,,
Hechi,108.06,24.7,2019,1,2019-01,9.23,23.23,-3.42,8.79,6.73,9.63,97.43,3.33,9.37,54.2,4.68,85.15,6.56,2.28,5.29,30.27,2.48,0.34,0.01,0.55,14.98,25.87,93.75,0.43,1.38,0.83,0.86,0.85,,7.38
Hechi,108.06,24.7,2019,2,2019-02,11.64,25.96,1.86,9.74,8.99,12.46,96.97,3.71,10.77,69.7,4.91,84.58,7.69,2.68,5.82,32.53,2.77,0.38,0.01,0.64,17.69,28.05,95.42,0.73,1.8,0.83,0.86,0.84,,
Hechi,108.06,24.7,2019,3,2019-03,16.68,29.73,7.43,10.1,13.54,17.27,96.7,3.92,9.4,99.4,5.46,82.99,10.37,3.9,8.53,33.22,3.97,0.51,0.01,0.84,19.39,29.64,89.05,1.35,2.82,0.85,0.88,0.86,,
Hechi,108.06,24.7,2019,4,2019-04,22.41,32.52,11.42,9.32,19.47,22.84,96.27,3.69,9.23,163.8,5.33,84.56,15.1,4.63,11.96,35.63,5.5,0.69,0.02,1.14,21.49,32.81,83.37,2.89,3.96,0.85,0.88,0.87,22.91,
Hechi,108.06,24.7,2019,5,2019-05,23.3,32.64,14.32,8.42,20.12,23.73,96.14,3.28,9.1,113.2,4.76,83.43,15.69,5.21,11.16,35.97,5.28,0.69,0.02,1.17,23.84,33.6,89.49,4.4,4.26,0.83,0.86,0.85,23.86,
Hechi,108.06,24.7,2019,6,2019-06,26.07,31.61,18.56,6.55,23.92,26.12,95.72,3.44,8.1,170.2,5.12,88.56,19.64,11.21,14.15,36.96,6.8,0.93,0.03,1.59,26.1,35.53,89.16,4.0,4.25,0.88,0.91,0.9,27.04,
Hechi,108.06,24.7,2019,7,2019-07,26.42,31.84,20.61,5.87,24.51,26.39,95.69,2.94,6.76,164.9,4.57,89.67,20.3,10.69,14.84,36.92,7.1,0.97,0.03,1.7,25.97,35.65,89.05,3.49,4.56,0.96,0.97,0.94,29.11,
Hechi,108.06,24.7,2019,8,2019-08,27.4,33.7,20.83,7.49,24.1,27.33,95.74,2.35,8.78,63.0,3.59,83.16,19.78,5.11,18.59,36.57,8.7,1.14,0.03,1.96,24.75,35.5,75.67,6.16,5.3,0.9,0.93,0.91,31.03,
Hechi,108.06,24.7,2019,9,2019-09,24.58,32.53,13.89,9.35,20.36,24.35,96.47,2.65,6.6,52.1,4.09,78.75,15.92,2.94,18.63,34.21,8.57,1.11,0.03,1.84,22.94,33.05,53.73,6.58,5.17,0.86,0.9,0.87,25.15,
Hechi,108.06,24.7,2019,10,2019-10,20.52,30.25,9.39,9.14,17.39,20.54,96.88,2.78,7.15,75.1,4.18,83.43,13.15,3.27,11.59,33.51,5.36,0.7,0.02,1.06,18.57,31.52,67.39,4.23,3.55,0.81,0.85,0.83,20.81,
Hechi,108.06,24.7,2019,11,2019-11,15.55,26.53,5.74,10.23,11.63,15.54,97.14,3.22,9.6,52.3,4.78,78.88,9.12,1.52,10.13,31.13,4.6,0.59,0.01,0.81,15.77,28.22,67.75,2.64,2.59,0.8,0.83,0.81,,
Hechi,108.06,24.7,2019,12,2019-12,11.47,25.38,0.6,11.2,6.68,11.22,97.37,3.24,8.12,41.3,4.84,74.89,6.66,0.38,9.01,28.66,3.98,0.5,0.01,0.65,14.44,25.62,64.58,1.46,1.74,0.77,0.81,0.78,,
Hechi,108.06,24.7,2020,1,2020-01,11.73,25.2,-1.11,10.73,8.21,12.12,97.14,3.96,9.46,93.5,5.68,80.43,7.51,1.8,6.46,30.74,2.97,0.39,0.01,0.52,14.89,26.6,85.49,0.93,1.61,0.76,0.79,0.78,,
Hechi,108.06,24.7,2020,2,2020-02,13.84,27.81,1.61,10.74,10.28,14.24,97.23,3.79,11.03,124.8,5.58,80.69,8.52,2.52,7.77,31.87,3.55,0.46,0.01,0.68,17.01,27.76,89.33,1.05,1.93,0.78,0.81,0.8,,
Hechi,108.06,24.7,2020,3,2020-03,17.66,29.82,6.89,10.32,14.29,18.19,96.66,4.06,9.32,122.0,5.77,82.05,10.92,5.72,8.7,33.87,4.02,0.51,0.01,0.77,19.2,30.16,92.51,1.58,2.68,0.81,0.83,0.83,,
Hechi,108.06,24.7,2020,4,2020-04,18.08,30.46,8.53,9.61,14.18,18.43,96.87,3.61,8.48,98.8,5.06,79.83,10.79,3.99,12.13,32.84,5.57,0.72,0.02,1.09,22.59,30.03,86.32,2.41,3.15,0.83,0.86,0.84,,
Hechi,108.06,24.7,2020,5,2020-05,25.43,35.07,17.61,9.06,21.99,25.7,96.01,3.68,8.94,178.2,5.41,82.53,17.41,10.36,15.97,36.37,7.53,1.01,0.03,1.67,25.65,34.45,81.28,5.6,4.92,0.8,0.83,0.83,26.18,
Hechi,108.06,24.7,2020,6,2020-06,26.66,31.31,20.1,5.79,24.77,26.64,95.73,4.03,8.05,181.0,5.97,89.76,20.58,14.82,12.9,37.3,6.25,0.87,0.03,1.5,26.2,35.72,93.52,3.56,4.98,0.95,0.95,0.94,29.76,
Hechi,108.06,24.7,2020,7,2020-07,26.96,32.38,22.44,6.43,24.64,26.89,95.81,3.92,8.62,186.9,5.9,87.69,20.39,8.16,16.85,36.76,8.0,1.09,0.03,1.95,26.33,35.56,90.18,5.21,5.53,0.92,0.94,0.92,30.39,
Hechi,108.06,24.7,2020,8,2020-08,26.29,32.25,21.65,6.71,23.81,26.28,95.87,3.09,7.75,155.5,4.65,86.94,19.38,5.99,17.79,36.36,8.42,1.14,0.03,2.0,25.4,35.12,73.54,5.34,5.36,0.92,0.94,0.91,28.62,
Hechi,108.06,24.7,2020,9,2020-09,23.92,31.65,15.6,7.08,21.91,23.97,96.26,2.82,7.9,106.4,4.24,89.08,17.34,15.66,10.92,36.11,5.26,0.72,0.02,1.23,22.12,34.47,84.89,3.31,4.37,0.95,0.96,0.94,24.69,
Hechi,108.06,24.7,2020,10,2020-10,18.21,29.39,10.26,8.04,15.99,18.26,96.92,3.64,7.86,34.2,5.42,87.45,12.05,5.05,10.05,33.2,4.71,0.63,0.02,1.01,18.94,30.73,80.75,2.04,3.76,0.97,0.97,0.95,,
Hechi,108.06,24.7,2020,11,2020-11,15.51,27.24,3.26,9.61,12.46,15.48,97.22,3.57,8.39,39.9,5.37,83.14,9.73,0.6,9.58,31.01,4.36,0.56,0.01,0.77,15.99,28.48,63.05,2.12,2.86,0.89,0.93,0.89,,
Hechi,108.06,24.7,2020,12,2020-12,8.37,23.09,-2.45,9.93,4.79,8.71,97.48,3.59,8.83,32.7,5.25,79.62,5.76,0.25,7.05,29.03,3.15,0.41,0.01,0.55,14.08,24.75,80.26,0.7,1.68,0.85,0.89,0.86,,6.2
Hechi,108.06,24.7,2021,1,2021-01,8.99,21.75,-2.51,11.19,4.14,8.92,97.35,3.28,9.87,47.8,4.82,73.82,5.62,0.23,9.24,28.13,4.06,0.51,0.01,0.66,14.9,24.64,65.34,0.72,1.68,0.82,0.86,0.83,,7.12
Hechi,108.06,24.7,2021,2,2021-02,15.12,26.17,5.69,10.6,11.39,15.46,96.95,3.26,9.22,99.6,4.69,80.02,8.88,2.49,9.74,31.75,4.44,0.57,0.01,0.78,17.57,28.17,75.89,1.18,2.21,0.82,0.85,0.83,,
Hechi,108.06,24.7,2021,3,2021-03,17.9,33.72,6.44,10.48,14.19,18.51,96.68,4.3,9.46,147.4,6.02,80.59,10.96,1.44,8.09,34.34,3.74,0.47,0.01,0.75,19.0,30.48,91.9,1.86,2.76,0.8,0.83,0.81,,
Hechi,108.06,24.7,2021,4,2021-04,20.43,33.22,11.62,8.88,17.28,20.97,96.57,3.62,7.62,103.5,5.07,83.36,13.05,5.65,8.47,35.0,4.03,0.53,0.01,0.84,21.99,32.07,90.94,2.58,3.25,0.81,0.83,0.83,20.71,
Hechi,108.06,24.7,2021,5,2021-05,24.83,32.82,16.88,8.8,21.96,25.09,96.06,3.86,9.39,176.3,5.55,85.05,17.41,8.89,13.22,36.68,6.34,0.87,0.03,1.46,25.83,34.58,88.38,4.44,4.83,0.85,0.88,0.87,25.59,
Hechi,108.06,24.7,2021,6,2021-06,26.33,32.82,17.27,7.7,23.31,26.38,95.78,3.1,6.66,155.6,4.6,84.51,18.98,9.43,15.69,36.51,7.45,1.01,0.03,1.69,26.34,35.25,83.83,5.86,5.39,0.86,0.9,0.88,28.57,
Hechi,108.06,24.7,2021,7,2021-07,27.11,32.85,22.35,7.34,24.12,27.13,95.76,2.93,7.21,172.9,4.49,84.55,19.76,5.16,19.77,36.52,9.31,1.25,0.04,2.15,26.44,35.48,77.27,6.77,5.86,0.89,0.92,0.89,30.46,
Hechi,108.06,24.7,2021,8,2021-08,27.22,33.57,21.38,7.49,24.21,27.3,95.91,2.98,7.02,167.1,4.53,84.55,19.84,6.34,18.4,36.67,8.71,1.17,0.03,2.04,25.2,35.65,82.06,7.49,5.96,0.85,0.89,0.87,30.74,
Hechi,108.06,24.7,2021,9,2021-09,26.21,32.48,20.77,8.12,22.77,26.22,96.35,2.2,5.8,139.3,3.33,82.36,18.1,3.11,19.29,35.83,9.05,1.18,0.03,1.92,23.06,34.83,57.75,6.99,4.91,0.82,0.86,0.83,27.04,
Hechi,108.06,24.7,2021,10,2021-10,19.12,31.12,9.13,9.55,15.63,19.28,96.89,4.28,10.85,36.1,6.19,81.27,11.92,3.23,11.99,32.98,5.62,0.74,0.02,1.13,19.39,31.05,66.97,4.26,3.61,0.78,0.82,0.8,,
Hechi,108.06,24.7,2021,11,2021-11,14.97,28.21,6.7,9.82,11.04,15.04,97.14,3.33,9.73,38.0,5.02,79.2,8.92,2.97,9.16,30.88,4.24,0.55,0.01,0.78,16.45,27.98,76.7,2.28,2.46,0.79,0.82,0.81,,
Hechi,108.06,24.7,2021,12,2021-12,10.87,21.46,-1.49,10.8,6.36,10.77,97.5,3.1,7.79,40.4,4.53,75.77,6.36,0.62,9.59,28.04,4.27,0.53,0.01,0.69,14.49,25.22,58.76,1.35,1.66,0.77,0.8,0.78,,
Hechi,108.06,24.7,2022,1,2022-01,10.12,22.11,-1.56,9.24,7.49,10.55,97.16,3.45,7.84,56.8,4.85,84.53,6.88,2.46,5.19,30.28,2.44,0.33,0.01,0.45,14.86,25.92,93.47,0.53,1.27,0.78,0.8,0.8,,
Hechi,108.06,24.7,2022,2,2022-02,7.6,23.98,-1.85,9.83,4.69,8.29,97.28,3.76,8.83,42.5,5.08,82.75,5.7,3.54,7.12,29.02,3.31,0.45,0.01,0.67,18.27,24.82,85.45,0.42,1.46,0.81,0.84,0.83,,5.16
Hechi,108.06,24.7,2022,3,2022-03,18.81,30.3,7.81,10.89,15.49,19.4,96.53,4.21,9.73,158.0,5.9,82.37,11.72,2.53,9.93,33.63,4.62,0.61,0.02,0.93,20.69,30.37,85.71,1.88,2.85,0.8,0.84,0.82,,
